point	event	pullNum	pullCode	recvNum	recvCode
22	1	29	P		
22	2			89	PU
22	3			19	
22	4			89	
22	5			10	
22	6			22	
22	7			21	
22	8			22	
22	9			91	
22	10			89	
22	11			91	
22	12	29	TO		
22	13	1	PU		
22	14	9			
22	15	1			
22	16	14			
22	17	17			
22	18			8	PU
22	19			31	
22	20			45	
22	21			8	
22	22			45	
22	23			7	
22	24			27	G
23	1	8	P		
23	2			00	PU
23	3			1	
23	4			17	
23	5			6	
23	6			17	
23	7	4	D		
23	8	8	PU		
23	9		TO		
23	10	89	PU		
23	11	22			
23	12	21			
23	13	89			
23	14	91			
23	15	19			
23	16	98			
23	17	19			
23	18	91			
23	19	21	G		
24	1	8	P		
24	2			14	PU
24	3			1	
24	4			00	
24	5			1	
24	6			14	
24	7			6	
24	8			17	
24	9			14	G
25	1	29	P		
25	2			19	PU
25	3			81	
25	4			21	
25	5			10	LG
26	1	8	P		
26	2			1	PU
26	3			20	
26	4			1	
26	5	8	D		
27	1	29	P		
27	2			19	PU
27	3			89	
27	4			10	
27	5			22	
27	6			21	
27	7			98	
27	8			19	
27	9			89	
27	10			19	
27	11			91	
27	12			21	
27	13	15	D		
27	14	29	PU		
27	15	21			
27	16	18			
27	17	21			
27	18	29			
27	19	23	L		
27	20	21			
27	21	12			
27	22	21	G		
28	1	24	P		
28	2			89	PU
28	3			91	
28	4			89	
28	5			10	
28	6			91	
28	7			89	
28	8			21	
28	9			72	LG
29	1	8	P		
29	2			1	PU
29	3			20	
29	4			1	
29	5			20	
29	6			00	
29	7			17	
29	8			6	
29	9			48	LG
30	1	29	P		
30	2			89	PU
30	3			19	
30	4			21	
30	5			22	
30	6	18	D		
30	7	29	PU		
30	8	18			
30	9	21			
30	10	23	L		
30	11	18	G		
31	1	29	P		
31	2			19	PU
31	3			91	
31	4			10	
31	5			98	
31	6			22	
31	7			19	
31	8			98	G
32	1	8	P		
32	2			00	PU
32	3			1	
32	4			9	
32	5			14	
32	6			1	
32	7			17	
32	8			6	L
32	9			9	G
33	1	29	P		
33	2			91	PU
33	3			19	
33	4			91	
33	5			22	
33	6			19	
33	7			10	
33	8			98	
33	9			72	G
34	1	8	P		
34	2			00	PU
34	3			1	
34	4			00	
34	5			6	
34	6			48	
34	7	13	D		
34	8	89	PU		
34	9	98			
34	10	10			
34	11			29	PU
34	12			4	
34	13			29	
34	14			4	
34	15			29	
34	16			21	
34	17			29	
34	18			15	
34	19	91	PU		
34	20	19			
34	21	89			
34	22	10	G		
35	1	8	P		
35	2			00	PU
35	3			1	
35	4			00	
35	5			14	
35	6			51	
35	7			00	
35	8			14	
35	9			00	
35	10	45	F		
35	11	11	PU		
35	12	4			
35	13	45			
35	14	24			
35	15			4	D
35	16			1	PU
35	17			8	
35	18			9	L
35	19			17	
35	20			14	
35	21			17	
35	22			1	G
36	1	29	P		
36	2			89	PU
36	3			91	
36	4	23	D		
36	5	29	PU		
36	6	18			
36	7	23			
36	8	21			
36	9	12	G		
37	1	29	P		
37	2			19	PU
37	3			89	
37	4			21	
37	5			19	
37	6			98	
37	7			22	
37	8			89	
37	9			10	
37	10			98	
37	11	4	PU		
37	12			98	D
37	13			89	PU
37	14			10	
37	15			22	
37	16			98	
37	17			91	
37	18			19	
37	19			10	
37	20			89	
37	21			21	G
38	1	8	P		
38	2			1	PU
38	3			20	
38	4			1	
38	5			20	
38	6			8	
38	7			00	
38	8			6	
38	9	8	D		
38	10	8	PU		
38	11			8	HB
39	1	8	P		
39	2			14	PU
39	3			1	
39	4			00	
39	5			1	
39	6			00	
39	7			9	
39	8			8	
39	9			17	
39	10			9	LG
40	1	18	P		
40	2			19	PU
40	3			89	
40	4			91	
40	5			19	
40	6			91	
40	7			22	
40	8			10	
40	9			22	
40	10			10	
40	11	18	D		
40	12	18	SO		
40	13			21	SO
40	14	17	SI		
40	15			8	SI
40	16	29	PU		
40	17	12			
40	18	29			
40	19			91	PU
40	20			89	
40	21			8	
40	22			10	
40	23			22	
40	24			98	
40	25			91	
40	26			10	G
41	1	8	P		
41	2			1	PU
41	3			20	
41	4			00	
41	5			20	
41	6			48	
41	7	8	D		
41	8	8	PU		
41	9	45			
41	10	31			
41	11			20	PU
41	12			1	
41	13			6	
41	14			1	
41	15			20	
41	16			48	
41	17	8	D		
41	18		TO		
41	19	89	PU		
41	20	22			
41	21	89			
41	22	19			
41	23	91			
41	24	19			
41	25	72			
41	26	10			
41	27	89			
41	28	91			
41	29	19	G		
42	1	8	OBP		
42	2			1	PU
42	3			00	
42	4			1	
42	5			00	
42	6			1	
42	7			8	
42	8			9	
42	9			1	
42	10			00	
42	11			6	
42	12	11	D		
42	13	24	PU		
42	14	91			
42	15	8			
42	16			8	D
42	17			8	PU
42	18			6	G
43	1	29	P		
43	2			89	PU
43	3			91	
43	4			98	
43	5			91	
43	6			89	
43	7			21	
43	8			10	
43	9			98	
43	10	29	PU		
43	11	2	TO		
43	12	1	PU		
43	13	20			
43	14	1			
43	15	48			
43	16	9			
43	17	1			
43	18	00			
43	19	17			
43	20	48			
43	21			4	PU
43	22			8	
43	23			27	
43	24			24	G
44	1	8	P		
44	2			1	PU
44	3			20	
44	4			14	
44	5			1	
44	6			14	
44	7			9	
44	8			6	
44	9			1	
44	10			14	
44	11			20	LG
45	1	29	P		
45	2			89	PU
45	3			19	
45	4			21	
45	5			91	LG
46	1	8	P		
46	2			00	PU
46	3			20	
46	4			9	
46	5			00	
46	6			9	
46	7			6	
46	8			9	
46	9			48	G
47	1	24	P		
47	2			89	PU
47	3			91	
47	4			19	
47	5			21	
47	6			22	
47	7			10	
47	8			89	
47	9			91	
47	10	23	SO		
47	11	7	SI		
47	12			98	
47	13			91	
47	14			89	G
48	1	8	P		
48	2			00	PU
48	3			20	
48	4			9	
48	5			00	
48	6			1	
48	7			6	
48	8			9	
48	9	8	D		
48	10	31	PU		
48	11			6	D
49	1	8	P		
49	2			1	PU
49	3			00	
49	4			20	
49	5			48	
49	6			20	
49	7			6	G
50	1	29	P		
50	2			19	PU
50	3			89	
50	4			22	
50	5			98	
50	6			89	
50	7			19	
50	8			10	
50	9			89	
50	10	21	D		
50	11	29	PU		
50	12	12			
50	13	29			
50	14			89	D
50	15			91	PU
50	16			98	
50	17			91	
50	18			89	
50	19			91	
50	20			21	
50	21			91	
50	22			10	
50	23			91	
50	24			19	
50	25			98	G
51	1	8	P		
51	2			20	PU
51	3			1	
51	4			17	
51	5			8	
51	6			9	
51	7			17	G
52	1	29	P		
52	2			89	PU
52	3			19	
52	4			89	
52	5			19	
52	6			89	
52	7			22	
52	8			19	
52	9			91	
52	10			21	
52	11			19	
52	12			91	
52	13			21	
52	14			89	
52	15			10	TD
52	16	29	PU		
52	17	21			
52	18	29			
52	19	21			
52	20	29			
52	21		TO		
52	22	20	PU		
52	23	9			
52	24	17			
52	25	1			
52	26				TO
52	27			91	PU
52	28			10	
52	29			98	
52	30			91	
52	31			19	
52	32			22	
52	33			10	
52	34			98	
52	35			91	
52	36			89	
52	37			91	
52	38			98	
52	39			91	
52	40			19	
52	41			10	G
53	1	8	P		
53	2			20	PU
53	3			1	
53	4			20	
54	1	29	P		
54	2			19	PU
54	3			89	
54	4			10	
54	5			98	
54	6			21	
54	7			91	
54	8			98	
54	9			19	
54	10			89	
54	11			19	
54	12			91	
54	13			98	
54	14			91	G
55	1	8	P		
55	2			1	PU
55	3			20	
55	4			17	
55	5			20	
55	6			00	
55	7			20	
55	8	24	D		
55	9		TO		
55	10	19	PU		
55	11	21			
55	12	89			
55	13	91			
55	14	10	G		
56	1	8	P		
56	2			00	PU
56	3			20	
56	4			17	
56	5			8	
56	6	11	F		
56	7			00	TD
56	8	24	PU		
56	9			48	D
56	10			48	PU
56	11			6	
56	12			00	
56	13			6	
56	14	4	D		
56	15	7	PU		
56	16	45			
56	17	8			
56	18	11			
56	19			20	D
56	20			00	PU
56	21	7	D		
56	22	24	PU		
56	23	11			
56	24	8	G		
57	1	8	P		
57	2			29	PU
57	3			21	
57	4			29	
57	5			2	
57	6			24	
57	7			29	
57	8			12	
57	9			29	
57	10	45	PU		
57	11	37			
57	12	8			
57	13			29	PU
57	14	89	PU		
57	15	11			
57	16	8			
57	17	11			
57	18	4			
57	19	45	G		
58	1	8	P		
58	2			20	PU
58	3			1	
58	4	89	PU		
58	5	37			
58	6	49	G		
