point	event	pullNum	pullCode	recvNum	recvCode
1	1	18	P		
1	2			19	PU
1	3			89	
1	4			21	
1	5			89	
1	6			91	
1	7			89	
1	8			21	
1	9			98	
1	10			91	
1	11			10	LG
2	1	8	OBP		
2	2			1	PU
2	3			6	
2	4			8	LG
3	1	18	P		
3	2			19	PU
3	3			91	
3	4			19	
3	5			22	
3	6	18	D		
3	7	29			
3	8	21			
3	9	29			
3	10	21			
3	11	2			
3	12			89	F
3	13	12	G		
4	1	24	P		
4	2			19	PU
4	3			89	
4	4			21	
4	5			91	
4	6			72	LG
5	1	8	P		
5	2			00	PU
5	3			1	
5	4			6	
5	5			00	
5	6			17	
5	7			14	
5	8			00	
5	9			17	
5	10			6	L
5	11			8	
5	12			6	
5	13			1	G
6	1	18	P		
6	2			89	PU
6	3			91	
6	4			98	
6	5			22	
6	6			10	LG
7	1	8	P		
7	2			00	PU
7	3			20	
7	4			48	
7	5			20	
7	6			00	
7	7			1	
7	8			20	
7	9			1	
7	10			00	
7	11			17	
7	12			00	
7	13			6	
7	14			48	TD
7	15	24	PU		
7	16	8			
7	17	27			
7	18	11			
7	19	8			
7	20	4			
7	21	45			
7	22	27			
7	23	45			
7	24	8			
7	25	11	G		
8	1	37	P		
8	2			00	PU
8	3			1	
8	4			14	
8	5			00	
8	6			17	
8	7			8	
8	8	75	PU		
8	9	37			
8	10	24			
8	11			17	PU
8	12			14	
8	13	24	PU		
8	14	37	G		
9	1	8	P		
9	2			00	PU
9	3			17	
9	4			00	
9	5			6	
9	6			00	
9	7			6	
9	8			20	
9	9			17	
9	10			00	
9	11			48	
9	12			20	G
10	1	18	OBP		
10	2			91	PU
10	3			19	
10	4			19	F
10	5			89	
10	6			19	
10	7			91	
10	8			19	
10	9			21	
10	10			22	
10	11			89	
10	12			91	
10	13	18	D		
10	14	23	PU		
10	15	15			
10	16	29			
10	17	18			
10	18	2	L		
10	19	29			
10	20	18	G		
11	1	24	P		
11	2			19	PU
11	3			91	
11	4			22	
11	5			89	
11	6			21	
11	7			10	
11	8			89	L
11	9			98	G
12	1	8	OBP		
12	2			20	PU
12	3			00	
12	4			8	
12	5			20	
12	6			00	
12	7			20	
12	8			9	LG
13	1	18	P		
13	2			89	PU
13	3			19	
13	4			21	TD
13	5	29	PU		
13	6			91	PU
13	7			89	
13	8			19	
13	9			21	
13	10			98	
13	11			22	
13	12			89	
13	13			19	
13	14			89	
13	15			91	
13	16			19	G
14	1	8	P		
14	2			14	PU
14	3			1	
14	4			6	
14	5	8	D		
15	1	8	P		
15	2			00	PU
15	3			1	
15	4			9	
15	5			1	
15	6			20	
15	7			00	
15	8			9	
15	9			6	
15	10			1	L
15	11			00	G
16	1	29	P		
16	2			89	PU
16	3			91	
16	4			10	
16	5	29	PU		
16	6	21			
16	7	29			
16	8	21			
16	9	24			
16	10			21	F
16	11	29			
16	12	23	G		
17	1	29	P		
17	2			91	PU
17	3			98	
17	4			91	
17	5			19	
17	6			89	
17	7	29	PU		
17	8	12			
17	9	15			
17	10	23			
17	11	77			
17	12	29			
17	13	2	L		
17	14	18			
17	15	29	G		
18	1	24	P		
18	2			89	PU
18	3			91	
18	4			19	
18	5			72	
18	6			22	
18	7			89	
18	8			72	
18	9			19	G
19	1	8	P		
19	2			14	PU
19	3			1	
19	4			14	
19	5			1	
19	6			00	
19	7			6	
19	8			51	
19	9			17	
19	10			14	
19	11			6	
19	12	75	PU		
19	13			00	PU
19	14			1	
19	15			51	
19	16			00	
19	17			1	
19	18			00	
19	19			17	
19	20			6	G
20	1	29	P		
20	2			89	PU
20	3			19	
20	4			21	
20	5			91	
20	6			21	
20	7			19	
20	8			98	
20	9			91	
20	10			89	
20	11			91	
20	12			21	
20	13			89	
20	14			10	G
21	1	37	P		
21	2			00	PU
21	3			20	
21	4			48	L
21	5			8	
21	6			17	G
