point	event	pull_pnum	pull_code	recv_pnum	recv_code
1	1	6	P		
1	2			11	PU
1	3			5	
1	4			3	
1	5			5	
1	6			88	
1	7			8	
1	8			3	
1	9			6	
1	10			88	
1	11			8	
1	12			88	
1	13			11	
1	14			6	
1	15			88	
1	16			6	
1	17			88	
1	18			3	
1	19			88	
1	20			6	
1	21			88	
1	22			8	
1	23			3	
1	24			6	
1	25			11	
1	26			5	
1	27			57	
1	28	22	PU		
1	29	9			
1	30			8	HB
1	31			5	PU
1	32			8	
1	33			6	
1	34			88	
1	35			8	
1	36	6	D		
1	37	22	PU		
1	38	8			
1	39	6			
1	40	15			
1	41	9			
1	42	22			
1	43	15			
1	44	6			
1	45	15			
1	46	8			
1	47	17			
1	48	15			
1	49	4			
1	50	15			
1	51			88	TO
1	52			16	PU
1	53			46	
1	54			85	
1	55			12	
1	56	12	D		
1	57	21	PU		
1	58	7			
1	59	21			
1	60	22			
1	61	88			
1	62	7			
1	63	20			
1	64	22			
1	65	7			
1	66	22			
1	67	21			
1	68	22			
1	69	7			
1	70	3			
1	71	12	G		
2	1	42	P		
2	2			57	PU
2	3			6	
2	4			5	
2	5			11	
2	6			5	
2	7			88	
2	8			5	
2	9	16	PU		
2	10	7			
2	11	24			
2	12	7			
2	13	10			
2	14	42			
2	15	10			
2	16	11			
2	17	7			
2	18	16			
2	19	7			
2	20	16			
2	21	24			
2	22	16			
2	23	24			
2	24	42			
2	25	24			
2	26	10			
2	27	24			
2	28	7			
2	29	16			
2	30	10			
2	31	2	G		
3	1	6	P		
3	2			17	PU
3	3			13	
3	4			85	
3	5			1	
3	6			17	
3	7			85	
3	8	17	F		
3	9			2	PU
3	10			85	G
3	11	8	F		
4	1	12	P		
4	2			10	PU
4	3			24	
4	4			2	
4	5			42	VST
4	6	12	PU		
4	7	16			
4	8	1			
4	9	2	G		
5	1	16	P		
5	2			73	PU
5	3			7	
5	4			24	
5	5			7	
5	6			73	
5	7			16	
5	8			24	
5	9	46	D		
5	10	13	PU		
5	11	16			
5	12	21			
5	13	2	L		
5	14	9			
5	15	2			
