point	event	pull_pnum	pull_code	recv_pnum	recv_code
22	20	1			
22	21	77			
22	22	13			
22	23	00			
22	24	4			
22	25	00			
22	26	13			
22	27	1			
22	28	4			
22	29	13			
22	30	4			
22	31	3			
22	32	13	G		
23	1	11	P		
23	2			80	PU
23	3			99	
23	4			14	
23	5			80	
23	6	6	F		
23	7			99	
23	8			88	
23	9			9	
23	10	12	PU		
23	11	10			
23	12	11			
23	13			14	F
23	14	27			
23	15	5			
23	16	11			
23	17			9	D
23	18			9	SO
23	19			15	SI
23	20			99	PU
23	21			14	
23	22			15	
23	23			99	
23	24			14	
23	25			45	
23	26			15	
23	27			99	
23	28			15	
23	29			14	
24	1	61	P		
24	2			13	PU
24	3			4	
24	4			3	
24	5	61	PU		
24	6	19			
24	7	17			
24	8	61			
24	9	19			
24	10			13	PU
24	11			3	L
24	12			9	
24	13			13	
24	14			4	
24	15			17	
24	16			4	
24	17			1	
24	18			4	
24	19			3	
24	20			4	
24	21			13	
24	22			77	G
25	1	43	P		
25	2			88	PU
25	3			14	
25	4			32	
25	5			88	
25	6			99	
25	7			9	
25	8			99	
25	9			32	
25	10	43	D		
25	11	18	PU		
25	12	28			
25	13	14			
25	14	8			
25	15			14	D
25	16			99	PU
25	17			88	
25	18			45	LG
26	1	15	P		
26	2			13	PU
26	3			4	
26	4			00	
26	5			17	
26	6			11	
26	7			4	
26	8	21	F		
26	9			00	
26	10			13	
26	11	12	PU		
26	12	21			
26	13	25			
26	14	7			
26	15	15	VTT		
26	16			13	PU
26	17			11	
26	18			17	
26	19			1	G
27	1	27	P		
27	2			80	PU
27	3			99	
27	4			32	
27	5			99	
27	6			90	
27	7			45	L
27	8			80	G
28	1	61	P		
28	2			13	PU
28	3			18	
28	4			17	
28	5			3	
28	6			4	
28	7			13	
28	8			4	
28	9			17	G
29	1	43	P		
29	2			99	PU
29	3			14	
29	4			99	
29	5			14	
29	6			90	
29	7	11	D		
29	8	8	PU		
29	9			90	PU
29	10			14	
29	11			15	
29	12			80	
29	13			99	
29	14			45	LG
30	1	15	P		
30	2			00	PU
30	3			13	
30	4			9	
30	5	23	PU		
30	6	15			
30	7	1			
30	8	21			
30	9	23			
30	10	1			
30	11	5			
30	12	23			
30	13	1	G		
31	1	61	P		
31	2			13	PU
31	3			1	
31	4			18	
31	5			8	
31	6			11	
31	7			1	G
32	1	27	P		
32	2			14	PU
32	3			15	
32	4	12	PU		
32	5	10			
32	6	12			
32	7	10			
32	8	12			
32	9			5	F
32	10	10			
32	11	6			
32	12	29			
32	13			15	D
32	14			15	
32	15			5	
32	16			14	
32	17			5	
32	18			15	
32	19			5	L
32	20			90	
32	21	12	PU		
