poss_abs	poss_rel	point	beg_event	end_event	desc	n_inn	beg_code	beg_plyr	innards	end_code	end_plyr	wl	pclass
1	1	1	2	3	ao	0	O-PU	wdcCT-99		O-CTH	wdcCT-27	TRUE	compl
1	1	1	3	4	ao	0	O-CTH	wdcCT-27		O-CTH	wdcCT-45	TRUE	compl
1	1	1	4	5	ao	0	O-CTH	wdcCT-45		O-CTH	wdcCT-27	TRUE	compl
1	1	1	5	6	ao	0	O-CTH	wdcCT-27		O-CTH	wdcCT-90	TRUE	compl
1	1	1	6	7	ao	0	O-CTH	wdcCT-90		O-CTH	wdcCT-9	TRUE	compl
1	1	1	7	8	ao	0	O-CTH	wdcCT-9		O-CTH	wdcCT-88	TRUE	compl
1	1	1	8	9	ao	0	O-CTH	wdcCT-88		O-G	wdcCT-27	TRUE	compl
2	1	2	2	3	ao	0	O-PU	bosWC-4		O-CTH	bosWC-00	TRUE	compl
2	1	2	3	4	ao	0	O-CTH	bosWC-00		O-CTH	bosWC-1	TRUE	compl
2	1	2	4	5	ao	0	O-CTH	bosWC-1		D-D	wdcCT-5	TRUE	defd
3	2	2	6	7	ao	0	O-PU	wdcCT-15		O-CTH	wdcCT-23	TRUE	compl
3	2	2	7	8	ao	0	O-CTH	wdcCT-23		O-CTH	wdcCT-1	TRUE	compl
3	2	2	8	9	ao	0	O-CTH	wdcCT-1		O-CTH	wdcCT-23	TRUE	compl
3	2	2	9	10	ao	0	O-CTH	wdcCT-23		D-D	bosWC-00	TRUE	defd
4	3	2	11	12	ao	0	O-PU	bosWC-13		D-D	wdcCT-5	TRUE	defd
5	4	2	13	14	ao	0	O-PU	wdcCT-15		O-CTH	wdcCT-1	TRUE	compl
5	4	2	14	15	ao	0	O-CTH	wdcCT-1		O-CTH	wdcCT-5	TRUE	compl
5	4	2	15	16	ao	0	O-CTH	wdcCT-5		O-CTH	wdcCT-6	TRUE	compl
5	4	2	16	17	ao	0	O-CTH	wdcCT-6		O-CTH	wdcCT-24	TRUE	compl
5	4	2	17	18	ao	0	O-CTH	wdcCT-24		O-TD	wdcCT-15	TRUE	drop
6	5	2	19	19	an	-1	O-PU	bosWC-4		NA	bosWC-4	TRUE	taway
7	6	2	21	22	ao	0	O-PU	wdcCT-99		O-CTH	wdcCT-9	TRUE	compl
7	6	2	22	23	ao	0	O-CTH	wdcCT-9		O-G	wdcCT-45	TRUE	compl
8	1	3	2	3	ao	0	O-PU	bosWC-00		O-CTH	bosWC-13	TRUE	compl
8	1	3	3	4	ao	0	O-CTH	bosWC-13		O-CTH	bosWC-3	TRUE	compl
8	1	3	4	5	ao	0	O-CTH	bosWC-3		O-CTH	bosWC-00	TRUE	compl
8	1	3	5	6	ao	0	O-CTH	bosWC-00		O-TD	bosWC-77	TRUE	drop
9	2	3	7	8	ao	0	O-PU	wdcCT-19		O-CTH	wdcCT-17	TRUE	compl
9	2	3	8	9	ao	0	O-CTH	wdcCT-17		O-CTH	wdcCT-21	TRUE	compl
9	2	3	9	10	ao	0	O-CTH	wdcCT-21		O-CTH	wdcCT-24	TRUE	compl
9	2	3	10	11	ao	0	O-CTH	wdcCT-24		O-CTH	wdcCT-19	TRUE	compl
9	2	3	11	12	ao	0	O-CTH	wdcCT-19		O-CTH	wdcCT-61	TRUE	compl
9	2	3	12	13	ao	0	O-CTH	wdcCT-61		O-CTH	wdcCT-1	TRUE	compl
9	2	3	13	14	ao	0	O-CTH	wdcCT-1		O-CTH	wdcCT-19	TRUE	compl
9	2	3	14	15	ao	0	O-CTH	wdcCT-19		O-CTH	wdcCT-1	TRUE	compl
9	2	3	15	15	an	-1	O-CTH	wdcCT-1		NA	wdcCT-1	TRUE	taway
10	3	3	16	17	ao	0	O-PU	bosWC-13		O-CTH	bosWC-00	TRUE	compl
10	3	3	17	18	ao	0	O-CTH	bosWC-00		O-CTH	bosWC-13	TRUE	compl
10	3	3	18	19	ao	0	O-CTH	bosWC-13		O-CTH	bosWC-1	TRUE	compl
10	3	3	19	20	ao	0	O-CTH	bosWC-1		O-CTH	bosWC-3	TRUE	compl
10	3	3	20	21	ao	0	O-CTH	bosWC-3		O-CTH	bosWC-4	TRUE	compl
10	3	3	21	22	ao	0	O-CTH	bosWC-4		O-G	bosWC-13	TRUE	compl
11	1	4	2	3	ao	0	O-PU	wdcCT-99		O-CTH	wdcCT-45	TRUE	compl
11	1	4	3	4	ao	0	O-CTH	wdcCT-45		O-CTH	wdcCT-9	TRUE	compl
11	1	4	4	5	ao	0	O-CTH	wdcCT-9		O-CTH	wdcCT-45	TRUE	compl
11	1	4	5	5	an	-1	O-CTH	wdcCT-45		NA	wdcCT-45	TRUE	taway
12	2	4	6	7	ao	0	O-PU	bosWC-14		O-CTH	bosWC-18	TRUE	compl
12	2	4	7	8	ao	0	O-CTH	bosWC-18		O-CTH	bosWC-43	TRUE	compl
12	2	4	8	9	ao	0	O-CTH	bosWC-43		O-CTH	bosWC-29	TRUE	compl
12	2	4	9	9	an	-1	O-CTH	bosWC-29		NA	bosWC-29	TRUE	taway
13	3	4	10	11	ao	0	O-PU	wdcCT-90		O-CTH	wdcCT-99	TRUE	compl
13	3	4	11	12	ao	0	O-CTH	wdcCT-99		O-CTH	wdcCT-32	TRUE	compl
13	3	4	12	13	ao	0	O-CTH	wdcCT-32		O-CTH	wdcCT-99	TRUE	compl
13	3	4	13	14	ao	0	O-CTH	wdcCT-99		O-CTH	wdcCT-32	TRUE	compl
13	3	4	14	15	ao	0	O-CTH	wdcCT-32		O-CTH	wdcCT-90	TRUE	compl
13	3	4	15	16	ao	0	O-CTH	wdcCT-90		O-CTH	wdcCT-45	TRUE	compl
13	3	4	16	17	ao	0	O-CTH	wdcCT-45		O-CTH	wdcCT-88	TRUE	compl
13	3	4	17	18	ao	0	O-CTH	wdcCT-88		O-CTH	wdcCT-99	TRUE	compl
13	3	4	18	19	ao	0	O-CTH	wdcCT-99		O-CTH	wdcCT-80	TRUE	compl
13	3	4	19	20	ao	0	O-CTH	wdcCT-80		O-CTH	wdcCT-99	TRUE	compl
13	3	4	20	21	ao	0	O-CTH	wdcCT-99		O-CTH	wdcCT-9	TRUE	compl
