Pulling team: Seattle Rainmakers
Period: 4
Clock before point: NA
Clock after point: NA
Offense	Defense
	?P
57PU	
5	
34	
5	
34	
5	
34	
5	
57	
5	
34	
5	
34	
5	
34	
5	
34	
57	
8	
5	
40	
8	
34	
13	
8	
	3D
	35pu
5HB	
40pu	
	9D
	9
	35
	3
	17
	29
	35
23pu	
40	17F
34	
40	
34	
40	
34	
40	
5TD	
	17pu
	29TD
23pu	
13G	
