point	event	pull_pnum	pull_code	recv_pnum	recv_code
12	2			9	PU
12	3			88	
12	4			25	
12	5			8	
12	6	15	D		
12	7	29	PU		
12	8	15			
12	9	29			
12	10	18			
12	11	29			
12	12	35			
12	13	?	VP		
12	14	35	PU		
12	15			25	F
12	16	4			
12	17	35			
12	18			8	PU
12	19			2	
12	20			25	
13	1	21	P		
13	2			11	PU
13	3			24	
13	4			73	
13	5	15	F		
13	6			24	
13	7			25	
13	8			6	
13	9			24	
13	10			11	
13	11			2	
13	12			24	
13	13			7	
13	14			6	
13	15			11	
13	16			6	G
14	1	88	P		
14	2			1	PU
14	3			20	
14	4			1	
14	5			25	
14	6	21	PU		
14	7	22			
14	8	88			
14	9	8			
14	10	22			
14	11	17			
14	12	88			
14	13	8			
14	14	21			
14	15	22			
14	16	8			
14	17	21			
14	18			20	PU
14	19			6	
14	20			99	
14	21			48	
14	22			20	
14	23			6	LG
15	1	35	P		
15	2			24	PU
15	3			10	
15	4			25	
15	5			11	
15	6			2	
15	7			25	
15	8			7	L
15	9			10	G
16	1	88	P		
16	2			1	PU
16	3			20	
16	4			48	
16	5			51	
16	6			20	
16	7			17	
16	8			99	
16	9			8	LG
17	1	35	P		
17	2			24	PU
17	3			10	
17	4	77	F		
17	5			24	
17	6			6	
17	7			16	
17	8			6	
17	9			7	LG
18	1	8	P		
18	2			17	PU
18	3			1	
18	4			6	
18	5			48	LG
19	1	35	P		
19	2			24	PU
19	3			10	
19	4			11	
19	5			7	
19	6			6	
19	7			7	
19	8			6	
19	9			7	
19	10			11	
19	11			24	
19	12			2	
19	13			10	
19	14			24	
19	15			7	
19	16			10	
19	17			11	
19	18			6	
19	19	23	F		
19	20			16	PU
19	21			6	G
20	1	88	P		
20	2			17	PU
20	3			1	
20	4			20	
20	5			17	
20	6			1	
20	7			17	
20	8			1	
20	9			20	
20	10			1	
20	11			20	
20	12			17	
20	13			48	
20	14			99	
20	15			17	
20	16	9	F		
20	17			25	
20	18				TO
20	19			1	PU
20	20			17	
20	21			25	G
21	1	35	P		
21	2			24	PU
21	3			10	
21	4			11	
21	5			8	L
21	6			24	
21	7			11	
21	8			24	
21	9			6	G
22	1	21	P		
22	2			17	PU
22	3			20	
22	4			17	
22	5			6	
22	6			99	
22	7			20	
22	8			5	
22	9			20	
22	10			48	
22	11			20	
22	12			51	
22	13			20	
22	14			17	
22	15			5	
22	16			48	G
23	1	35	P		
23	2			11	PU
23	3			10	
23	4			24	
23	5			2	
23	6			8	
23	7			6	
23	8			10	
23	9			11	
23	10			2	
23	11			7	
23	12			10	
23	13	28	D		
23	14	35	PU		
23	15	?	F		
23	16			10	D
23	17			24	PU
23	18				TO
23	19			24	PU
23	20			10	
23	21			11	
23	22			10	
23	23			8	L
24	1	88	P		
24	2			17	PU
24	3			1	
24	4			99	
24	5			6	
24	6			1	
24	7			99	
24	8			6	
24	9			1	
24	10			6	
24	11			17	
24	12			99	
24	13			1	LG
25	1	35	P		
25	2			24	PU
25	3			10	
25	4			11	
25	5			7	
25	6			11	
25	7			10	
25	8			24	
25	9			7	
25	10			24	
25	11			6	
25	12			25	
25	13			10	
25	14			7	
25	15			2	LG
26	1	88	P		
26	2			1	PU
26	3			20	
26	4			51	
26	5	88	PU		
26	6	5	LG		
27	1	7	P		
27	2			17	PU
27	3			20	
27	4			17	
27	5			20	
27	6			99	
27	7			5	
27	8			25	
27	9			17	
27	10			5	LG
28	1	35	OBP		
28	2			24	PU
28	3			10	
28	4			24	
28	5			10	
28	6	29	PU		
28	7	15			
28	8			2	F
28	9		TO		
28	10	20	PU		
28	11	99			
28	12	5			
28	13	51			
28	14			4	HB
28	15			21	PU
28	16			88	
28	17			22	
28	18			88	
28	19	20	F		
28	20			6	
28	21			88	
28	22			4	
28	23			88	
28	24			22	
28	25			21	
28	26			8	
28	27			21	
28	28			6	
28	29			8	G
29	1	88	P		
29	2			1	PU
29	3			20	
29	4			48	LG
30	1	29	P		
30	2			73	PU
30	3			24	
30	4			73	
30	5			6	
30	6			2	LG
31	1	88	P		
31	2			1	PU
31	3			20	
31	4			6	
31	5			99	
31	6			20	
31	7			8	
31	8			20	
31	9			48	
31	10			20	
31	11	7	D		
31	12	88	PU		
31	13	8	L		
31	14			6	F
31	15	88			
31	16	7			
31	17	17			
31	18	8			
31	19	9	G		
32	1	21	P		
32	2			21	PU
32	3			29	
32	4			9	
32	5			29	
32	6			23	
32	7			18	
32	8			9	
32	9			18	
32	10			21	
32	11			35	
32	12			18	G
33	1	29	P		
33	2			73	PU
33	3			24	
33	4			11	
33	5			24	
33	6			73	
33	7			24	
33	8			7	
33	9			24	
33	10	21	PU		
33	11	35			
33	12	21			
33	13	24			
33	14	29			
33	15	2			
33	16	29			
33	17	35			
33	18	12	G		
34	1	29	P		
34	2			88	PU
34	3			10	
34	4			11	
34	5			6	
34	6			11	
34	7			8	
34	8			11	
34	9			8	
34	10	23	HB		
34	11	29	PU		
34	12	21			
34	13	18	G		
35	1	29	OBP		
35	2			10	PU
35	3			21	
35	4			10	
35	5			17	LG
36	1	88	P		
36	2			00	PU
36	3			20	
36	4			6	
36	5			5	
36	6			6	
36	7			20	LG
37	1	29	P		
37	2			24	PU
37	3			10	
37	4			73	
37	5			10	
37	6			73	
37	7			24	
37	8			25	
37	9			24	
37	10			6	
37	11			7	L
37	12			24	
37	13			7	G
38	1	88	P		
38	2			1	PU
38	3			20	
38	4			6	
38	5	5	D		
38	6	88	PU		
38	7	21			
38	8	22			
38	9	6			
38	10			48	D
38	11			20	PU
38	12			99	
38	13	8	D		
39	1	29	P		
39	2			24	PU
39	3			10	
39	4			11	
39	5			8	
39	6			10	
39	7			7	
39	8			10	
39	9			24	
39	10	29	PU		
39	11	9			
39	12	29			
39	13	23			
39	14	29			
39	15	23			
39	16	29			
39	17			6	D
39	18			8	PU
39	19			10	
39	20			6	
39	21			2	G
40	1	88	P		
40	2			1	PU
40	3			20	
40	4			6	
40	5			99	
40	6	88	D		
40	7	88	PU		
40	8	17	LG		
41	1	88	P		
41	2			1	PU
41	3			20	
41	4	25	F		
41	5			48	PU
41	6			6	
41	7			8	G
42	1	35	P		
42	2			11	PU
42	3			10	
42	4			24	
42	5			7	
42	6			10	
42	7			8	
42	8			11	
42	9			6	
42	10			2	
42	11			7	
42	12	28	F		
42	13			11	
42	14			6	
42	15			10	
42	16			2	
42	17			10	
42	18	77	F		
42	19			24	
42	20			10	
42	21			7	
42	22			11	
42	23			24	
42	24			11	
42	25			24	
42	26			10	G
43	1	88	OBP		
43	2			20	PU
43	3			6	
43	4			99	LG
44	1	35	P		
44	2			9	PU
44	3			10	
44	4			11	
44	5	35	PU		
44	6	29	VST		
44	7			11	PU
44	8			6	G
45	1	88	P		
45	2			1	PU
45	3			6	
45	4			20	
45	5			6	VST
45	6	88	PU		
45	7	16	LG		
46	1	8	P		
46	2			17	PU
46	3			20	
46	4			6	
46	5			99	
46	6			48	
46	7			20	
46	8			00	
46	9			6	
46	10			5	
46	11			99	
46	12			20	
46	13			00	
46	14	17	F		
46	15			20	
46	16			5	
46	17			20	
46	18			00	
46	19			6	
46	20	25	PU		
46	21	21			
46	22		TO		
46	23	10	PU		
46	24	73			
46	25	10			
46	26	73			
46	27	10			
46	28	2			
46	29	10			
46	30	7			
46	31	10			
46	32	2			
46	33	24			
46	34	6			
46	35			35	PU
46	36			21	
46	37			28	
46	38			29	
46	39			9	
46	40			21	L
46	41			18	G
47	1	35	P		
47	2			88	PU
47	3	35	F		
47	4			17	
47	5			21	G
48	1	88	P		
48	2			17	PU
48	3			20	
48	4			48	
48	5			20	
48	6			17	
48	7			1	
48	8			6	
48	9			1	
48	10			5	
48	11			1	
48	12			99	
48	13	5	F		
48	14				TO
48	15			20	PU
48	16			9	G
49	1	35	P		
49	2			7	PU
49	3			24	
49	4			6	
49	5			2	
49	6			14	
49	7	9	PU		
49	8		TO		
49	9	1	PU		
49	10	99			
49	11	6			
49	12	1			
49	13	99			
49	14	1			
49	15	48	LG		
50	1	4	P		
50	2			24	PU
50	3			8	
50	4			2	
50	5			24	
50	6			73	G
51	1	88	P		
51	2			20	PU
51	3			6	
51	4	8	PU		
51	5	88			
51	6	16	G		
