point	event	pull_pnum	pull_code	recv_pnum	recv_code
1	1	6	OBP		
1	2			20	PU
1	3			8	
1	4			48	LG
2	1	25	P		
2	2			11	PU
2	3			24	
2	4			7	
2	5			25	
2	6			7	
2	7			24	
2	8			11	
2	9			24	
2	10			11	
2	11			2	
2	12			25	
2	13			16	
2	14			7	LG
3	1	88	P		
3	2			1	PU
3	3			7	
3	4			17	
3	5			20	
3	6			25	
3	7			17	
3	8			6	
3	9			22	LG
4	1	35	P		
4	2			73	PU
4	3			11	
4	4			24	
4	5			25	
4	6			7	
4	7			11	
4	8			16	
4	9			11	
4	10			24	
4	11	29	PU		
4	12	28			
4	13	23			
4	14	29			
4	15	18			
4	16			24	PU
4	17			16	L
4	18			7	G
5	1	88	P		
5	2			1	PU
5	3			20	
5	4			99	
5	5			6	
5	6			20	
5	7			1	
5	8			20	
5	9			1	
5	10			99	
5	11			5	
5	12			48	
5	13			17	G
6	1	35	P		
6	2			10	PU
6	3			11	
6	4			24	
6	5			7	
6	6	21	PU		
6	7	29			
6	8	35			
6	9	13			
6	10	21			
6	11	23	G		
7	1	25	P		
7	2			11	PU
7	3			24	
7	4			10	
7	5			24	
7	6			11	
7	7			25	
7	8	35	PU		
7	9	29			
7	10	35			
7	11	18			
7	12	15			
7	13	29			
7	14	18	G		
8	1	28	P		
8	2			11	PU
8	3			24	
8	4			6	
8	5			24	
8	6	28	D		
8	7	29	PU		
8	8	9			
8	9	29			
8	10	12	G		
9	1	35	P		
9	2			11	PU
9	3			10	
9	4			7	
9	5			2	
9	6			11	
9	7			7	
9	8			8	
9	9			7	
9	10			6	
9	11			2	G
10	1	88	P		
10	2			1	PU
10	3			20	
10	4			48	
10	5	3	D		
10	6	21	PU		
10	7	3			
10	8	16			
10	9	17	L		
10	10	22			
10	11	21			
10	12	88			
10	13			99	D
10	14			20	PU
10	15			00	
10	16			99	
10	17			6	
10	18			48	L
10	19			20	G
11	1	35	P		
11	2			11	PU
11	3			24	
11	4			7	
11	5			10	
11	6			6	L
11	7	29	PU		
11	8	23			
11	9	29			
11	10	9			
11	11	3			
11	12	9			
11	13	13			
11	14	21			
11	15	29			
11	16	23			
11	17	35			
11	18	23	G		
12	1	35	P		
