game	period	point	pull_team	poss_abs	poss_rel	event	poss_team	pl_team	pl_pnum	pl_code	score	scor_team	who	a_code	b_code
2014-04-26_vanNH-at-seaRM	1	11	vanNH	22	2	13	vanNH	vanNH	27	TD	FALSE	NA	d_line	TD	off -
2014-04-26_vanNH-at-seaRM	1	11	vanNH	23	3	15	seaRM	vanNH	81	off F	FALSE	NA	o_line	off F	off -
2014-04-26_vanNH-at-seaRM	1	11	vanNH	24	4	16	vanNH	vanNH	33	eop	FALSE	NA	d_line	eop	eop
2014-04-26_vanNH-at-seaRM	2	12	vanNH	25	1	6	seaRM	vanNH	18	D	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	2	12	vanNH	26	2	13	vanNH	vanNH	18	TD	FALSE	NA	d_line	TD	off -
2014-04-26_vanNH-at-seaRM	2	12	vanNH	27	3	19	seaRM	seaRM	3	TA	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	2	12	vanNH	28	4	21	vanNH	vanNH	81	G	TRUE	vanNH	d_line	G	G
2014-04-26_vanNH-at-seaRM	2	13	vanNH	29	1	7	seaRM	seaRM	6	G	TRUE	seaRM	o_line	G	G
2014-04-26_vanNH-at-seaRM	2	14	seaRM	30	1	3	vanNH	vanNH	5	TA	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	2	14	seaRM	31	2	14	seaRM	seaRM	48	G	TRUE	seaRM	d_line	G	G
2014-04-26_vanNH-at-seaRM	2	15	seaRM	32	1	15	vanNH	seaRM	9	D	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	2	15	seaRM	33	2	16	seaRM	seaRM	29	TA	FALSE	NA	d_line	TA	off -
2014-04-26_vanNH-at-seaRM	2	15	seaRM	34	3	20	vanNH	seaRM	13	D	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	2	15	seaRM	35	4	22	seaRM	seaRM	2	G	TRUE	seaRM	d_line	G	G
2014-04-26_vanNH-at-seaRM	2	16	seaRM	36	1	9	vanNH	vanNH	10	G	TRUE	vanNH	o_line	G	G
2014-04-26_vanNH-at-seaRM	2	17	vanNH	37	1	6	seaRM	seaRM	48	LG	TRUE	seaRM	o_line	G	G
2014-04-26_vanNH-at-seaRM	2	18	seaRM	38	1	12	vanNH	seaRM	35	D	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	2	18	seaRM	39	2	17	seaRM	seaRM	6	TA	FALSE	NA	d_line	TA	off -
2014-04-26_vanNH-at-seaRM	2	18	seaRM	40	3	19	vanNH	vanNH	31	TA	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	2	18	seaRM	41	4	21	seaRM	seaRM	20	TA	FALSE	NA	d_line	TA	off -
2014-04-26_vanNH-at-seaRM	2	18	seaRM	42	5	26	vanNH	vanNH	22	G	TRUE	vanNH	o_line	G	G
2014-04-26_vanNH-at-seaRM	2	19	vanNH	43	1	6	seaRM	vanNH	45	D	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	2	19	vanNH	44	2	11	vanNH	seaRM	0	D	FALSE	NA	d_line	D	def +
2014-04-26_vanNH-at-seaRM	2	19	vanNH	45	3	19	seaRM	seaRM	48	G	TRUE	seaRM	o_line	G	G
2014-04-26_vanNH-at-seaRM	2	20	seaRM	46	1	12	vanNH	vanNH	89	TA	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	2	20	seaRM	47	2	14	seaRM	vanNH	89	D	FALSE	NA	d_line	D	def +
2014-04-26_vanNH-at-seaRM	2	20	seaRM	48	3	16	vanNH	vanNH	98	LG	TRUE	vanNH	o_line	G	G
2014-04-26_vanNH-at-seaRM	3	21	seaRM	49	1	11	vanNH	seaRM	9	D	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	3	21	seaRM	50	2	15	seaRM	seaRM	23	G	TRUE	seaRM	d_line	G	G
2014-04-26_vanNH-at-seaRM	3	22	seaRM	51	1	3	vanNH	vanNH	89	LG	TRUE	vanNH	o_line	G	G
2014-04-26_vanNH-at-seaRM	3	23	vanNH	52	1	16	seaRM	seaRM	99	G	TRUE	seaRM	o_line	G	G
2014-04-26_vanNH-at-seaRM	3	24	seaRM	53	1	13	vanNH	vanNH	98	LG	TRUE	vanNH	o_line	G	G
2014-04-26_vanNH-at-seaRM	3	25	vanNH	54	1	7	seaRM	seaRM	17	TA	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	3	25	vanNH	55	2	9	vanNH	seaRM	17	D	FALSE	NA	d_line	D	def +
2014-04-26_vanNH-at-seaRM	3	25	vanNH	56	3	15	seaRM	seaRM	20	TA	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	3	25	vanNH	57	4	28	vanNH	vanNH	21	G	TRUE	vanNH	d_line	G	G
2014-04-26_vanNH-at-seaRM	3	26	vanNH	58	1	8	seaRM	seaRM	6	LG	TRUE	seaRM	o_line	G	G
2014-04-26_vanNH-at-seaRM	3	27	seaRM	59	1	8	vanNH	seaRM	2	D	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	3	27	seaRM	60	2	10	seaRM	seaRM	35	TA	FALSE	NA	d_line	TA	off -
2014-04-26_vanNH-at-seaRM	3	27	seaRM	61	3	14	vanNH	seaRM	9	D	FALSE	NA	o_line	D	def +
2014-04-26_vanNH-at-seaRM	3	27	seaRM	62	4	20	seaRM	seaRM	24	G	TRUE	seaRM	d_line	G	G
2014-04-26_vanNH-at-seaRM	3	28	seaRM	63	1	5	vanNH	vanNH	91	TA	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	3	28	seaRM	64	2	17	seaRM	seaRM	48	eop	FALSE	NA	d_line	eop	eop
2014-04-26_vanNH-at-seaRM	4	29	seaRM	65	1	18	vanNH	vanNH	22	TA	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	4	29	seaRM	66	2	22	seaRM	seaRM	9	G	TRUE	seaRM	d_line	G	G
2014-04-26_vanNH-at-seaRM	4	30	seaRM	67	1	4	vanNH	vanNH	8	LG	TRUE	vanNH	o_line	G	G
2014-04-26_vanNH-at-seaRM	4	31	vanNH	68	1	4	seaRM	seaRM	99	TA	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	4	31	vanNH	69	2	8	vanNH	seaRM	29	D	FALSE	NA	d_line	D	def +
2014-04-26_vanNH-at-seaRM	4	31	vanNH	70	3	17	seaRM	seaRM	9	G	TRUE	seaRM	o_line	G	G
2014-04-26_vanNH-at-seaRM	4	32	seaRM	71	1	10	vanNH	vanNH	72	G	TRUE	vanNH	o_line	G	G
2014-04-26_vanNH-at-seaRM	4	33	vanNH	72	1	4	seaRM	seaRM	48	G	TRUE	seaRM	o_line	G	G
2014-04-26_vanNH-at-seaRM	4	34	seaRM	73	1	6	vanNH	vanNH	5	G	TRUE	vanNH	o_line	G	G
2014-04-26_vanNH-at-seaRM	4	35	vanNH	74	1	10	seaRM	seaRM	20	TA	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	4	35	vanNH	75	2	16	vanNH	seaRM	27	D	FALSE	NA	d_line	D	def +
2014-04-26_vanNH-at-seaRM	4	35	vanNH	76	3	21	seaRM	seaRM	3	TA	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	4	35	vanNH	77	4	26	vanNH	seaRM	3	D	FALSE	NA	d_line	D	def +
2014-04-26_vanNH-at-seaRM	4	35	vanNH	78	5	32	seaRM	seaRM	5	TA	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	4	35	vanNH	79	6	40	vanNH	seaRM	99	D	FALSE	NA	d_line	D	def +
2014-04-26_vanNH-at-seaRM	4	35	vanNH	80	7	42	seaRM	seaRM	99	LG	TRUE	seaRM	o_line	G	G
2014-04-26_vanNH-at-seaRM	4	36	seaRM	81	1	4	vanNH	vanNH	22	TA	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	4	36	seaRM	82	2	24	seaRM	seaRM	9	G	TRUE	seaRM	d_line	G	G
2014-04-26_vanNH-at-seaRM	4	37	seaRM	83	1	5	vanNH	vanNH	18	TD	FALSE	NA	o_line	TD	off -
2014-04-26_vanNH-at-seaRM	4	37	seaRM	84	2	9	seaRM	seaRM	23	G	TRUE	seaRM	d_line	G	G
2014-04-26_vanNH-at-seaRM	4	38	seaRM	85	1	4	vanNH	vanNH	31	TA	FALSE	NA	o_line	TA	off -
2014-04-26_vanNH-at-seaRM	4	38	seaRM	86	2	5	seaRM	seaRM	4	eop	FALSE	NA	d_line	eop	eop
2014-05-10_seaRM-at-vanNH	1	1	seaRM	1	1	21	vanNH	vanNH	10	G	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	1	2	vanNH	2	1	4	seaRM	seaRM	51	TA	FALSE	NA	o_line	TA	off -
2014-05-10_seaRM-at-vanNH	1	2	vanNH	3	2	8	vanNH	vanNH	18	TA	FALSE	NA	d_line	TA	off -
2014-05-10_seaRM-at-vanNH	1	2	vanNH	4	3	13	seaRM	vanNH	24	D	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	1	2	vanNH	5	4	18	vanNH	vanNH	45	TA	FALSE	NA	d_line	TA	off -
2014-05-10_seaRM-at-vanNH	1	2	vanNH	6	5	20	seaRM	seaRM	6	TA	FALSE	NA	o_line	TA	off -
2014-05-10_seaRM-at-vanNH	1	2	vanNH	7	6	25	vanNH	vanNH	8	LG	TRUE	vanNH	d_line	G	G
2014-05-10_seaRM-at-vanNH	1	3	vanNH	8	1	5	seaRM	seaRM	6	G	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	1	4	seaRM	9	1	5	vanNH	vanNH	89	TD	FALSE	NA	o_line	TD	off -
2014-05-10_seaRM-at-vanNH	1	4	seaRM	10	2	10	seaRM	seaRM	29	G	TRUE	seaRM	d_line	G	G
2014-05-10_seaRM-at-vanNH	1	5	seaRM	11	1	13	vanNH	vanNH	13	TD	FALSE	NA	o_line	TD	off -
2014-05-10_seaRM-at-vanNH	1	5	seaRM	12	2	18	seaRM	seaRM	21	TA	FALSE	NA	d_line	TA	off -
2014-05-10_seaRM-at-vanNH	1	5	seaRM	13	3	22	vanNH	vanNH	13	G	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	1	6	vanNH	14	1	7	seaRM	seaRM	20	TA	FALSE	NA	o_line	TA	off -
2014-05-10_seaRM-at-vanNH	1	6	vanNH	15	2	12	vanNH	vanNH	31	TA	FALSE	NA	d_line	TA	off -
2014-05-10_seaRM-at-vanNH	1	6	vanNH	16	3	16	seaRM	seaRM	48	LG	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	1	7	seaRM	17	1	13	vanNH	vanNH	22	G	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	1	8	vanNH	18	1	7	seaRM	seaRM	48	LG	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	1	9	seaRM	19	1	12	vanNH	vanNH	98	G	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	1	10	vanNH	20	1	6	seaRM	seaRM	48	G	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	1	11	seaRM	21	1	12	vanNH	vanNH	98	G	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	1	12	vanNH	22	1	4	seaRM	vanNH	8	eop	FALSE	NA	o_line	eop	eop
2014-05-10_seaRM-at-vanNH	2	13	vanNH	23	1	16	seaRM	seaRM	48	G	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	14	seaRM	24	1	6	vanNH	vanNH	22	LG	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	15	vanNH	25	1	3	seaRM	vanNH	7	D	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	2	15	vanNH	26	2	6	vanNH	vanNH	14	G	TRUE	vanNH	d_line	G	G
2014-05-10_seaRM-at-vanNH	2	16	vanNH	27	1	9	seaRM	vanNH	13	D	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	2	16	vanNH	28	2	19	vanNH	vanNH	37	G	TRUE	vanNH	d_line	G	G
2014-05-10_seaRM-at-vanNH	2	17	vanNH	29	1	11	seaRM	seaRM	48	G	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	18	seaRM	30	1	6	vanNH	vanNH	91	LG	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	19	vanNH	31	1	6	seaRM	vanNH	24	D	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	2	19	vanNH	32	2	9	vanNH	seaRM	48	D	FALSE	NA	d_line	D	def +
2014-05-10_seaRM-at-vanNH	2	19	vanNH	33	3	15	seaRM	seaRM	99	G	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	20	seaRM	34	1	15	vanNH	seaRM	23	D	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	2	20	seaRM	35	2	17	seaRM	seaRM	29	TA	FALSE	NA	d_line	TA	off -
2014-05-10_seaRM-at-vanNH	2	20	seaRM	36	3	19	vanNH	vanNH	72	G	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	21	vanNH	37	1	6	seaRM	seaRM	8	LG	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	22	seaRM	38	1	9	vanNH	vanNH	21	G	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	23	vanNH	39	1	14	seaRM	seaRM	48	G	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	24	seaRM	40	1	6	vanNH	seaRM	23	D	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	2	24	seaRM	41	2	16	seaRM	seaRM	25	TA	FALSE	NA	d_line	TA	off -
2014-05-10_seaRM-at-vanNH	2	24	seaRM	42	3	29	vanNH	vanNH	72	G	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	2	25	vanNH	43	1	8	seaRM	vanNH	24	D	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	2	25	vanNH	44	2	10	vanNH	vanNH	45	eop	FALSE	NA	d_line	eop	eop
2014-05-10_seaRM-at-vanNH	3	26	seaRM	45	1	7	vanNH	seaRM	18	D	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	3	26	seaRM	46	2	18	seaRM	seaRM	15	G	TRUE	seaRM	d_line	G	G
2014-05-10_seaRM-at-vanNH	3	27	seaRM	47	1	7	vanNH	vanNH	13	G	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	3	28	vanNH	48	1	16	seaRM	seaRM	48	G	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	3	29	seaRM	49	1	6	vanNH	vanNH	98	LG	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	3	30	vanNH	50	1	9	seaRM	seaRM	6	G	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	3	31	seaRM	51	1	7	vanNH	seaRM	15	D	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	3	31	seaRM	52	2	18	seaRM	seaRM	17	VTT	FALSE	NA	d_line	VTT	off -
2014-05-10_seaRM-at-vanNH	3	31	seaRM	53	3	22	vanNH	vanNH	4	G	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	3	32	vanNH	54	1	4	seaRM	seaRM	48	G	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	3	33	seaRM	55	1	12	vanNH	vanNH	22	LG	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	3	34	vanNH	56	1	8	seaRM	seaRM	99	LG	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	3	35	seaRM	57	1	6	vanNH	vanNH	98	LG	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	3	36	vanNH	58	1	7	seaRM	seaRM	1	TD	FALSE	NA	o_line	TD	off -
2014-05-10_seaRM-at-vanNH	3	36	vanNH	59	2	10	vanNH	vanNH	4	G	TRUE	vanNH	d_line	G	G
2014-05-10_seaRM-at-vanNH	3	37	vanNH	60	1	6	seaRM	vanNH	14	HB	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	3	37	vanNH	61	2	14	vanNH	vanNH	10	G	TRUE	vanNH	d_line	G	G
2014-05-10_seaRM-at-vanNH	3	38	vanNH	62	1	6	seaRM	vanNH	24	D	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	3	38	vanNH	63	2	12	vanNH	vanNH	27	G	TRUE	vanNH	d_line	G	G
2014-05-10_seaRM-at-vanNH	3	39	vanNH	64	1	7	seaRM	seaRM	20	VST	FALSE	NA	o_line	VST	off -
2014-05-10_seaRM-at-vanNH	3	39	vanNH	65	2	12	vanNH	vanNH	13	TD	FALSE	NA	d_line	TD	off -
2014-05-10_seaRM-at-vanNH	3	39	vanNH	66	3	21	seaRM	seaRM	29	TD	FALSE	NA	o_line	TD	off -
2014-05-10_seaRM-at-vanNH	3	39	vanNH	67	4	23	vanNH	seaRM	20	D	FALSE	NA	d_line	D	def +
2014-05-10_seaRM-at-vanNH	3	39	vanNH	68	5	25	seaRM	seaRM	20	TA	FALSE	NA	o_line	TA	off -
2014-05-10_seaRM-at-vanNH	3	39	vanNH	69	6	27	vanNH	vanNH	72	G	TRUE	vanNH	d_line	G	G
2014-05-10_seaRM-at-vanNH	4	40	vanNH	70	1	11	seaRM	seaRM	51	LG	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	41	seaRM	71	1	10	vanNH	vanNH	91	TA	FALSE	NA	o_line	TA	off -
2014-05-10_seaRM-at-vanNH	4	41	seaRM	72	2	25	seaRM	seaRM	99	LG	TRUE	seaRM	d_line	G	G
2014-05-10_seaRM-at-vanNH	4	42	seaRM	73	1	15	vanNH	vanNH	8	G	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	43	vanNH	74	1	7	seaRM	seaRM	17	TA	FALSE	NA	o_line	TA	off -
2014-05-10_seaRM-at-vanNH	4	43	vanNH	75	2	11	vanNH	vanNH	14	TA	FALSE	NA	d_line	TA	off -
2014-05-10_seaRM-at-vanNH	4	43	vanNH	76	3	14	seaRM	seaRM	48	LG	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	44	seaRM	77	1	8	vanNH	vanNH	98	G	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	45	vanNH	78	1	7	seaRM	seaRM	48	G	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	46	seaRM	79	1	8	vanNH	vanNH	19	G	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	47	vanNH	80	1	6	seaRM	vanNH	4	D	FALSE	NA	o_line	D	def +
2014-05-10_seaRM-at-vanNH	4	47	vanNH	81	2	11	vanNH	vanNH	27	G	TRUE	vanNH	d_line	G	G
2014-05-10_seaRM-at-vanNH	4	48	vanNH	82	1	15	seaRM	seaRM	48	G	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	49	seaRM	83	1	5	vanNH	vanNH	72	G	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	50	vanNH	84	1	4	seaRM	seaRM	6	LG	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	51	seaRM	85	1	10	vanNH	vanNH	22	G	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	52	vanNH	86	1	5	seaRM	seaRM	6	TA	FALSE	NA	o_line	TA	off -
2014-05-10_seaRM-at-vanNH	4	52	vanNH	87	2	7	vanNH	vanNH	18	VTT	FALSE	NA	d_line	VTT	off -
2014-05-10_seaRM-at-vanNH	4	52	vanNH	88	3	12	seaRM	seaRM	14	TA	FALSE	NA	o_line	TA	off -
2014-05-10_seaRM-at-vanNH	4	52	vanNH	89	4	14	vanNH	vanNH	7	TD	FALSE	NA	d_line	TD	off -
2014-05-10_seaRM-at-vanNH	4	52	vanNH	90	5	19	seaRM	seaRM	25	G	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	53	seaRM	91	1	9	vanNH	vanNH	72	G	TRUE	vanNH	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	54	vanNH	92	1	5	seaRM	seaRM	48	G	TRUE	seaRM	o_line	G	G
2014-05-10_seaRM-at-vanNH	4	55	seaRM	93	1	7	vanNH	vanNH	89	eop	FALSE	NA	o_line	eop	eop
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	1	1	3	vanNH	vanNH	5	TA	FALSE	NA	o_line	TA	off -
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	2	2	4	sfoDF	sfoDF	18	TA	FALSE	NA	d_line	TA	off -
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	3	3	8	vanNH	vanNH	72	TA	FALSE	NA	o_line	TA	off -
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	4	4	9	sfoDF	sfoDF	18	TA	FALSE	NA	d_line	TA	off -
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	5	5	12	vanNH	sfoDF	16	D	FALSE	NA	o_line	D	def +
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	6	6	14	sfoDF	vanNH	89	D	FALSE	NA	d_line	D	def +
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	7	7	23	vanNH	sfoDF	21	D	FALSE	NA	o_line	D	def +
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	8	8	25	sfoDF	sfoDF	16	TA	FALSE	NA	d_line	TA	off -
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	9	9	28	vanNH	sfoDF	85	D	FALSE	NA	o_line	D	def +
2014-05-17_vanNH-at-sfoDF	1	1	sfoDF	10	10	30	sfoDF	sfoDF	21	LG	TRUE	sfoDF	d_line	G	G
2014-05-17_vanNH-at-sfoDF	1	2	sfoDF	11	1	5	vanNH	vanNH	39	VTT	FALSE	NA	o_line	VTT	off -
2014-05-17_vanNH-at-sfoDF	1	2	sfoDF	12	2	12	sfoDF	sfoDF	6	G	TRUE	sfoDF	d_line	G	G
2014-05-17_vanNH-at-sfoDF	1	3	sfoDF	13	1	19	vanNH	vanNH	98	G	TRUE	vanNH	o_line	G	G
2014-05-17_vanNH-at-sfoDF	1	4	vanNH	14	1	8	sfoDF	sfoDF	23	TA	FALSE	NA	o_line	TA	off -
2014-05-17_vanNH-at-sfoDF	1	4	vanNH	15	2	10	vanNH	vanNH	31	G	TRUE	vanNH	d_line	G	G
2014-05-17_vanNH-at-sfoDF	1	5	vanNH	16	1	3	sfoDF	sfoDF	16	TA	FALSE	NA	o_line	TA	off -
2014-05-17_vanNH-at-sfoDF	1	5	vanNH	17	2	5	vanNH	vanNH	14	TA	FALSE	NA	d_line	TA	off -
2014-05-17_vanNH-at-sfoDF	1	5	vanNH	18	3	7	sfoDF	vanNH	14	D	FALSE	NA	o_line	D	def +
2014-05-17_vanNH-at-sfoDF	1	5	vanNH	19	4	10	vanNH	sfoDF	12	D	FALSE	NA	d_line	D	def +
2014-05-17_vanNH-at-sfoDF	1	5	vanNH	20	5	16	sfoDF	sfoDF	21	G	TRUE	sfoDF	o_line	G	G
2014-05-17_vanNH-at-sfoDF	1	6	sfoDF	21	1	7	vanNH	vanNH	72	TD	FALSE	NA	o_line	TD	off -
2014-05-17_vanNH-at-sfoDF	1	6	sfoDF	22	2	12	sfoDF	sfoDF	13	TD	FALSE	NA	d_line	TD	off -
2014-05-17_vanNH-at-sfoDF	1	6	sfoDF	23	3	21	vanNH	vanNH	89	G	TRUE	vanNH	o_line	G	G
2014-05-17_vanNH-at-sfoDF	1	7	vanNH	24	1	9	sfoDF	sfoDF	17	G	TRUE	sfoDF	o_line	G	G
2014-05-17_vanNH-at-sfoDF	1	8	sfoDF	25	1	3	vanNH	vanNH	21	TD	FALSE	NA	o_line	TD	off -
2014-05-17_vanNH-at-sfoDF	1	8	sfoDF	26	2	5	sfoDF	sfoDF	8	TA	FALSE	NA	d_line	TA	off -
2014-05-17_vanNH-at-sfoDF	1	8	sfoDF	27	3	10	vanNH	sfoDF	34	D	FALSE	NA	o_line	D	def +
2014-05-17_vanNH-at-sfoDF	1	8	sfoDF	28	4	11	sfoDF	sfoDF	23	TA	FALSE	NA	d_line	TA	off -
2014-05-17_vanNH-at-sfoDF	1	8	sfoDF	29	5	13	vanNH	vanNH	10	G	TRUE	vanNH	o_line	G	G
2014-05-17_vanNH-at-sfoDF	1	9	vanNH	30	1	6	sfoDF	vanNH	8	D	FALSE	NA	o_line	D	def +
2014-05-17_vanNH-at-sfoDF	1	9	vanNH	31	2	7	vanNH	sfoDF	12	eop	FALSE	NA	d_line	eop	eop
2014-05-17_vanNH-at-sfoDF	2	10	vanNH	32	1	7	sfoDF	sfoDF	11	G	TRUE	sfoDF	o_line	G	G
2014-05-17_vanNH-at-sfoDF	2	11	sfoDF	33	1	4	vanNH	sfoDF	46	D	FALSE	NA	o_line	D	def +
2014-05-17_vanNH-at-sfoDF	2	11	sfoDF	34	2	9	sfoDF	sfoDF	18	LG	TRUE	sfoDF	d_line	G	G
2014-05-17_vanNH-at-sfoDF	2	12	sfoDF	35	1	6	vanNH	sfoDF	23	D	FALSE	NA	o_line	D	def +
2014-05-17_vanNH-at-sfoDF	2	12	sfoDF	36	2	9	sfoDF	vanNH	49	D	FALSE	NA	d_line	D	def +
2014-05-17_vanNH-at-sfoDF	2	12	sfoDF	37	3	12	vanNH	sfoDF	34	D	FALSE	NA	o_line	D	def +
2014-05-17_vanNH-at-sfoDF	2	12	sfoDF	38	4	13	sfoDF	sfoDF	40	TA	FALSE	NA	d_line	TA	off -
2014-05-17_vanNH-at-sfoDF	2	12	sfoDF	39	5	15	vanNH	vanNH	13	G	TRUE	vanNH	o_line	G	G
2014-05-17_vanNH-at-sfoDF	2	13	vanNH	40	1	4	sfoDF	sfoDF	5	TD	FALSE	NA	o_line	TD	off -
2014-05-17_vanNH-at-sfoDF	2	13	vanNH	41	2	6	vanNH	sfoDF	85	D	FALSE	NA	d_line	D	def +
2014-05-17_vanNH-at-sfoDF	2	13	vanNH	42	3	15	sfoDF	sfoDF		TA	FALSE	NA	o_line	TA	off -
2014-05-17_vanNH-at-sfoDF	2	13	vanNH	43	4	18	vanNH	vanNH	22	TD	FALSE	NA	d_line	TD	off -
2014-05-17_vanNH-at-sfoDF	2	13	vanNH	44	5	21	sfoDF	sfoDF	16	TA	FALSE	NA	o_line	TA	off -
2014-05-17_vanNH-at-sfoDF	2	13	vanNH	45	6	24	vanNH	sfoDF	46	D	FALSE	NA	d_line	D	def +
2014-05-17_vanNH-at-sfoDF	2	13	vanNH	46	7	29	sfoDF	sfoDF	6	G	TRUE	sfoDF	o_line	G	G
2014-05-17_vanNH-at-sfoDF	2	14	sfoDF	47	1	9	vanNH	sfoDF	23	D	FALSE	NA	o_line	D	def +
2014-05-17_vanNH-at-sfoDF	2	14	sfoDF	48	2	12	sfoDF	sfoDF	34	TA	FALSE	NA	d_line	TA	off -
2014-05-17_vanNH-at-sfoDF	2	14	sfoDF	49	3	16	vanNH	vanNH	5	TA	FALSE	NA	o_line	TA	off -
2014-05-17_vanNH-at-sfoDF	2	14	sfoDF	50	4	18	sfoDF	sfoDF	9	TD	FALSE	NA	d_line	TD	off -
