point	event	pull_pnum	pull_code	recv_pnum	recv_code
1	1	21	P		
1	2			2	PU
1	3			99	
1	4			2	
1	5			88	
1	6			90	
1	7			88	
1	8			8	
1	9	5	PU		
1	10	27			
1	11	9			
1	12	21			
1	13	89			
1	14			90	D
1	15			90	PU
1	16			88	
1	17			2	
1	18			90	
1	19			2	
1	20			99	
1	21			45	
1	22			90	G
2	1	61	P		
2	2			4	PU
2	3			6	
2	4			18	
2	5			6	
2	6			4	
2	7			19	
2	8	7	PU		
2	9	61			
2	10	32			
2	11	19			
2	12	32			
2	13	7			
2	14			14	D
2	15			6	PU
2	16			1	
2	17			19	
2	18			6	
2	19			14	
2	20			6	
2	21			19	
2	22			18	
2	23			6	
2	24	5	F		
2	25			1	G
3	1	81	P		
3	2			88	PU
3	3			99	
3	4			2	
3	5			8	
3	6			2	
3	7			99	
3	8			2	
3	9			88	
3	10			99	
3	11			2	
3	12			45	
3	13			2	
3	14			99	
3	15			88	
3	16			99	
3	17			88	
3	18			2	
3	19	24	D		
3	20	27	PU		
3	21	21			
3	22	81	G		
4	1	6	P		
4	2			90	PU
4	3			99	
4	4			8	
4	5			90	
4	6			9	
4	7			99	
4	8			14	
4	9			8	G
5	1	21	P		
5	2			4	PU
5	3			6	
5	4			18	
5	5			6	
5	6			4	
5	7			18	
5	8			6	G
6	1	81	OBP		
6	2			99	PU
6	3			80	
6	4			88	
6	5			9	
6	6			99	
6	7			80	G
7	1	61	P		
7	2			26	PU
7	3			14	
7	4			26	
7	5	61	D		
7	6	61	PU		
7	7	22			
7	8	61			
7	9	22			
7	10	4			
7	11	5			
7	12			1	D
7	13			19	PU
7	14			4	
7	15			19	
7	16			4	
7	17			14	
7	18			4	G
8	1	81	P		
8	2			14	PU
8	3			2	
8	4			99	
8	5	15	PU		
8	6	89			
8	7	9			
8	8			14	PU
8	9			90	G
9	1	21	P		
9	2			19	PU
9	3			6	
9	4			44	
9	5			1	
9	6			19	
9	7			6	
9	8			1	
9	9	17	F		
9	10			33	G
10	1	27	P		
10	2			90	PU
10	3			2	
10	4	89	D		
10	5	47	PU		
10	6			8	D
10	7			8	PU
10	8			9	
10	9			2	
10	10			88	
10	11			9	
10	12			45	
10	13			2	G
11	1	61	P		
11	2			19	PU
11	3			6	
11	4			44	
11	5			14	
11	6			4	
11	7			6	TD
11	8	5	PU		
11	9	32			
11	10	22			
11	11	31	G		
12	1	21	P		
12	2			15	PU
12	3			19	
13	1	21	P		
13	2			26	PU
13	3			6	
13	4	1	D		
13	5	1	PU		
13	6	23			
13	7	20			
13	8	1	G		
14	1	61	P		
14	2			19	PU
14	3			47	
14	4			89	
14	5			47	
14	6			21	
14	7			33	
14	8			47	
14	9			19	
14	10			81	
14	11			33	
14	12			89	
14	13			19	
14	14			47	
14	15			81	
14	16			19	
14	17			24	
14	18			47	
14	19			21	
14	20			33	G
15	1	81	P		
15	2			88	PU
15	3			99	
15	4			2	
15	5			8	
15	6			99	
15	7			45	
15	8			8	
15	9	15	PU		
15	10			8	PU
15	11			99	
15	12			9	G
16	1	21	P		
16	2			26	PU
16	3			6	
16	4			26	
16	5			6	
16	6			26	
16	7			4	
16	8			14	
16	9			18	
16	10			4	
16	11			26	
16	12			4	
16	13			1	
16	14			6	G
17	1	47	P		
17	2			88	PU
17	3			14	
17	4			80	
17	5			88	
17	6			90	
17	7			45	
17	8			90	
17	9			14	G
18	1	61	P		
18	2			6	PU
18	3			14	
18	4			4	
18	5			1	
18	6			19	
18	7	32	PU		
18	8	19	TD		
18	9			4	PU
18	10			6	
18	11			19	
18	12			14	G
19	1	81	P		
19	2			14	PU
19	3			99	
19	4			8	
19	5			9	
19	6				TO
19	7			99	PU
19	8			45	
19	9			9	G
20	1	21	P		
20	2			26	PU
20	3	3	D		
20	4	3	PU		
20	5	20			
20	6	17	G		
21	1	22	P		
21	2			6	PU
21	3			14	
21	4			6	
21	5			18	
21	6			6	
21	7	7	D		
21	8	61	PU		
21	9	32			
21	10	4	G		
22	1	21	P		
22	2			26	PU
22	3			47	
22	4			81	
22	5			44	
22	6			21	
22	7			15	
22	8			47	
22	9			15	
22	10			81	
22	11			47	
22	12			26	
22	13			15	
22	14			81	G
23	1	6	P		
23	2			99	PU
23	3			88	
23	4			80	
23	5			90	VST
23	6	6	PU		
23	7	5			
23	8	9			
23	9		TO		
23	10	6	PU		
23	11	4			
23	12	45			
23	13	4			
23	14			4	D
23	15			32	PU
23	16	6	D		
23	17	6	PU		
23	18	4			
23	19	14			
23	20	1			
23	21			61	PU
23	22				TO
23	23			99	PU
23	24	82	D		
23	25	82	PU		
23	26	47	G		
24	1	21	P		
24	2			2	PU
24	3			99	
24	4			2	
24	5			99	
24	6			88	
24	7			99	
24	8			88	
24	9	24	F		
24	10	27	D		
24	11	27	PU		
24	12	24			
24	13		TO		
24	14	19	PU		
24	15	44			
24	16	14			
24	17	19			
24	18	4			
24	19	19			
24	20	44			
24	21	6			
24	22	33			
24	23	19			
24	24	18			
25	1	27	P		
25	2			14	PU
25	3			99	
25	4			90	
