point	event	pull_pnum	pull_code	recv_pnum	recv_code
1	1	81	P		
1	2			7	PU
1	3			20	
1	4			1	
1	5	7	PU		
1	6	21	TD		
1	7			7	PU
1	8			20	G
2	1	64	P		
2	2			19	PU
2	3			6	
2	4			14	
2	5			22	
2	6			41	
2	7			6	
2	8			19	
2	9			22	
2	10			19	
2	11			14	G
3	1	7	P		
3	2			7	PU
3	3			20	
3	4			1	
3	5			14	
3	6			20	
3	7			7	
3	8			14	
3	9			7	
3	10			32	L
3	11			27	G
4	1	64	P		
4	2			4	PU
4	3			6	
4	4			14	
4	5			6	
4	6			4	
4	7			19	
4	8			14	
4	9			4	
4	10			19	
4	11			22	L
4	12			44	G
5	1	81	P		
5	2			7	PU
5	3			20	
5	4			9	
5	5			27	
5	6			14	
5	7			7	
5	8			27	
5	9			32	
5	10			7	G
6	1	16	P		
6	2			4	PU
6	3			6	
6	4			41	
6	5			6	
6	6			22	
6	7			4	
6	8			14	
6	9			44	
6	10			6	
6	11			22	
6	12			6	
6	13			19	G
7	1	81	P		
7	2			20	PU
7	3			13	
7	4			27	
7	5			7	
7	6			27	
7	7			13	
7	8			32	
7	9			20	
7	10			13	
7	11	47	PU		
7	12	5			
7	13	47			
7	14	5			
7	15	38			
7	16			7	PU
7	17			9	
7	18	21	D		
7	19	38	PU		
7	20	47			
7	21	38			
7	22	5			
7	23	13	G		
8	1	81	P		
8	2			64	PU
8	3			21	
8	4			11	
8	5			16	
8	6			41	
8	7	8	F		
8	8			64	
8	9	82	D		
8	10	82			
8	11	27	TD		
8	12			71	PU
8	13	27	F		
8	14	82	D		
8	15	10	PU		
8	16	3			
8	17	27			
8	18	10			
8	19	81			
8	20			14	F
8	21	82	SO		
8	22			14	SO
8	23	6	SI		
8	24			6	SI
8	25	7			
8	26	6			
8	27			21	PU
8	28	8	D		
8	29	6	PU		
8	30	10			
8	31	3			
8	32	7			
8	33	27			
8	34	81	TD		
8	35			64	PU
8	36			64	TO
8	37			20	PU
8	38			7	
8	39			12	
8	40			7	
8	41			20	
8	42			27	
8	43			1	
8	44			20	
8	45			32	L
8	46	47	F		
8	47			7	
8	48			9	G
9	1	16	P		
9	2			19	PU
9	3			6	
9	4			22	
9	5			19	
9	6			14	
9	7	11	F		
9	8			19	
9	9			41	G
10	1	81	P		
10	2			20	PU
10	3			27	
10	4			1	L
10	5	21	D		
10	6	15	PU		
10	7	38			
10	8	81			
10	9	38	LG		
11	1	13	P		
11	2			7	PU
11	3			20	
11	4	47	PU		
11	5	7			
11	6	38			
11	7	22	G		
12	1	13	P		
12	2			13	PU
12	3			21	
12	4			71	
12	5			21	
12	6			64	
12	7	82	PU		
12	8	5			
12	9	27			
12	10	13			
12	11	10			
12	12	81			
12	13	10			
12	14	27			
12	15	81	G		
13	1	7	P		
13	2			20	PU
13	3			7	
13	4			1	
13	5			32	
13	6	15	PU		
13	7	7			
13	8	38			
13	9			32	D
13	10			12	PU
13	11			27	
13	12			11	L
13	13			11	TO
13	14			7	PU
13	15			1	
13	16			12	G
14	1	16	P		
14	2			4	PU
14	3			6	
14	4			14	
14	5			22	
14	6			19	
14	7	31	F		
14	8			44	
14	9			4	
14	10			44	G
15	1	81	P		
15	2			20	PU
15	3			7	
15	4			27	
15	5			1	
15	6			7	
15	7			27	
15	8	47	PU		
15	9	7			
15	10	10			
15	11	81			
15	12	21	TD		
15	13			20	PU
15	14			7	
15	15			27	
15	16			20	
15	17			9	
15	18			32	G
16	1	16	P		
16	2			26	PU
16	3			6	
16	4			1	
16	5			22	
16	6			6	
16	7			41	
16	8			4	
16	9			26	
16	10			4	
16	11			6	
16	12			18	
16	13			4	
16	14	6	D		
16	15	21	PU		
16	16	16			
16	17	11			
16	18	6			
16	19	11			
16	20	21			
16	21	6			
16	22	11	G		
17	1	16	P		
17	2			6	PU
17	3			19	
17	4			6	
17	5			19	
17	6			22	
17	7			4	
17	8			19	
17	9			4	
17	10			22	
17	11			41	
17	12			44	G
18	1	13	P		
18	2			7	PU
18	3			71	
18	4			27	
18	5	13	F		
18	6			71	
18	7			32	G
19	1	64	P		
19	2			4	PU
19	3			19	
19	4			22	
19	5			26	
19	6	11	D		
19	7	33	PU		
19	8	11			
19	9	64			
19	10	11			
19	11	64	F		
19	12	16			
19	13	64			
19	14			19	PU
19	15			14	
19	16			18	
19	17			41	
19	18			26	
19	19			19	
19	20			4	
19	21			14	
19	22			26	
19	23			18	
19	24			4	
19	25			19	G
20	1	13	P		
20	2			20	PU
20	3			7	
20	4			27	
20	5			7	
20	6			12	
20	7			20	
20	8			12	
20	9			41	
20	10			9	
20	11			20	G
21	1	88	P		
21	2			6	PU
21	3			26	
21	4			6	
21	5	31	F		
21	6			26	
21	7	22	D		
22	1	64	P		
22	2			4	PU
22	3			19	
22	4			41	
22	5			14	
22	6			22	
22	7			41	
22	8			14	G
23	1	81	P		
23	2			20	PU
23	3			27	
23	4			7	
23	5			12	
23	6			9	
23	7			7	
23	8			20	
23	9	21	D		
23	10	38	PU		
23	11	21	G		
24	1	81	P		
24	2			21	PU
24	3			20	
24	4			64	
24	5			71	
24	6			13	
24	7			71	
24	8			21	
24	9			64	
24	10			16	
