point	Offense	Defense
1		47P
1	25PU	
1	14	
1	25	
1	13	
1	27	
1	7	
1	42	10F
1	10SO	
1	9SI	
1	7	
1	27	
1	13	
1	42	
1	25	
1	7	
1	27G	
2		64P
2	4PU	
2	6	
2	44	
2	4	
2	41LG	
3		81P
3	7PU	
3	13	
3	7	
3	13	
3	25	
3	42	
3	27	
3	9	
3	9SO	
3	23SI	
3	23PU	
3	7	
3	14	
3	7	
3	23	
3	42	
3	27	
3	13	
3	7	
3		24PU
3		21
3		27
3		82
3	7PU	
3	14	
3	27	
3	23	
3		24PU
3		47
3		27
3		82
3		81
3		9
3		21G
4		82OBP
4	20PU	9F
4	11	
4	4G	
5		1P
5	6PU	
5	41TD	
5		2PU
5		21
5		2
5		64
5		1
5		6
5	41D	
5	41PU	
5	4	
5	41	
5		21PU
5		2
5		1
5	6D	
5	6PU	
5	4	
5	41	
5	4	
5	33	2F
5	4	
5	18	
5	4	
5	6	
5	41	
5	26	
5	4	
5		2D
5		21PU
5		1
5		6
5		64
5		21
5		64
5		21
5		6
5		TO
5		13PU
5		25
5		23
5		13
5		7
5		23
5		14
5		27G
6		16P
6	6PU	
6	44	
6	41	
6	1	
6	14	
6	44	
6	1G	
7		47P
7	25PU	
7	7	
7	25	
7	7	
7	27L	
7	42G	
8		1P
8	26PU	
8	19	
8	14	
8	1	
8	4	
8	26	
8	19	
8	1	
8	4	
8		11D
8		2PU
8		64
8		1
8		10TD
9		3P
9	4PU	
9	19	
9	18	
9	14	
9	41	
9	6	
9	4	
9	41G	
10		47P
10	13PU	
10	7	
10	13	
10	27	
10	13	
10	14	
10		82D
10		5PU
10		10
10	7F	5
10		10
10		5G
11		81P
11	20PU	
11	42	
11	20	
11	38	
11	42	
11	38	
11	3	
11		24PU
11	25PU	
11	TO	
11	7PU	
11	38G	
12		1P
12	26PU	
12	4	
12	44	
12	4	
12	14	22F
12	26	
12	33	
12	1G	
13		47P
13	13PU	
13	7	
13	27	
13	7	
13	25	
13	7	
13	13	
13	27	
13	13	
13	25	
13	23	
13	25	
13	13	
13	7	
13	23G	
14		16P
14	19PU	
14	41	
14		11D
14		28PU
14		16
14		64
14		28
14		11
14		64
14		11
14		16
14		11
14		64
14		21
14		64
14		16
14	19F	21
14		11G
15		3P
15	47PU	
15	24	
15	14	
15	81	
15	21	
15		2PU
15	47F	33
15		38
15		3
15		6
15		3
15		22
15	14F	3
15		7
15		22G
16		1P
16	4PU	
16	6	
16	44	31F
16	6	
16	1G	
17		47P
17	20PU	
17	7	
17	25	
17	7	
17	20	
17	42	
17		5PU
17		89
17		5
17		47
17		9
17		5
17		47
17		9
17		21
17		47
17		5
17		21
17	27D	
17	14PU	
17	25	
17	7	
17	20	
17	23	
17	20	
17	42	
17	25	
17	20	
17	7	
17	23	
17	7	
17	27G	
18		16P
18	26PU	
18	6	
18	14	
18	6	
18	44TD	
18		2PU
18	33PU	
18	6	
18	14G	
19		81P
19	13PU	
19	7	
19	13	
19	14	
19	42	
19	4	
19	27	
19	7	
19	4	
20		47P
20	25PU	
20	7	
20	13	
20	25	
20	13	
20	27	
20	11	
20	11VP	
20		10D
20		10PU
20		24
20		89G
21		81p
21	20pu	
21	7	
21	42	
21	14	
21	20	
21	3	
21	23	
21	42	
21	14G	
22		16P
22	4PU	
22	41	
22	14	
22	6G	
23		47P
23	7PU	
23	13	
23	27	
23	25LG	
24		1P
24	6PU	
24	18LG	
25		81P
25	7PU	
25	13	
25	7	
25	42	
25	25	
25	14	
25	42	
25	27	
25	13	
25	7	
25	42	
25	7	
25	42	
25	7	
25	42G	
26		3P
26	26PU	
26	19	
26	14	
26	41	
26	18G	
27		47OBP
27	13PU	
27	25	
27	14	
27	13	
27	23	
27	27	
27	13	
27	25	
27	13	
27	25	
27	14	
27	27G	
28		64OBP
28	6PU	
28	4	
28	44	1F
28	6	
28	44G	
29		81P
29	13PU	
29	25	
29	27	
29	14	
29	7	
29	4	
29	42	
29	7	
29	14G	
30		3P
30	26PU	
30	19	
30	6	
30	26	
30	6	
30	19	
30	1	
