game	player	points	goals	assists	Ds
2014-06-21_vanNH-at-sfoDF	sfoDF-21-Stearns	3	2	1	1
2014-06-21_vanNH-at-sfoDF	sfoDF-23-Jeffery	3	1	2	2
2014-06-21_vanNH-at-sfoDF	sfoDF-24-Caulfield	2	2	0	0
2014-06-21_vanNH-at-sfoDF	sfoDF-25-Dixon	2	2	0	0
2014-06-21_vanNH-at-sfoDF	sfoDF-10-Sugioka	2	1	1	2
2014-06-21_vanNH-at-sfoDF	sfoDF-40-Taylor	2	1	1	1
2014-06-21_vanNH-at-sfoDF	sfoDF-11-Lee	2	1	1	0
2014-06-21_vanNH-at-sfoDF	sfoDF-88-Kissmann	2	1	1	0
2014-06-21_vanNH-at-sfoDF	sfoDF-17-Boyd-Meredith	2	0	2	1
2014-06-21_vanNH-at-sfoDF	sfoDF-16-Yeager	2	0	2	0
2014-06-21_vanNH-at-sfoDF	sfoDF-85-Brydon	2	0	2	0
2014-06-21_vanNH-at-sfoDF	sfoDF-13-Grant	1	1	0	1
2014-06-21_vanNH-at-sfoDF	sfoDF-12-Bellinger	1	1	0	0
2014-06-21_vanNH-at-sfoDF	sfoDF-18-Weaver	1	1	0	0
2014-06-21_vanNH-at-sfoDF	sfoDF-57-Meyer	1	1	0	0
2014-06-21_vanNH-at-sfoDF	sfoDF-22-Rivera	1	0	1	0
2014-06-21_vanNH-at-sfoDF	sfoDF-8-Pollard	1	0	1	0
2014-06-21_vanNH-at-sfoDF	sfoDF-5-Cascino	0	0	0	1
2014-06-21_vanNH-at-sfoDF	sfoDF-7-Sheridan	0	0	0	1
2014-06-21_vanNH-at-sfoDF	vanNH-98-wong	7	5	2	1
2014-06-21_vanNH-at-sfoDF	vanNH-5-norris	6	1	5	0
2014-06-21_vanNH-at-sfoDF	vanNH-19-knapp	3	2	1	0
2014-06-21_vanNH-at-sfoDF	vanNH-13-tessarolo	3	0	3	2
2014-06-21_vanNH-at-sfoDF	vanNH-31-saito	2	2	0	3
2014-06-21_vanNH-at-sfoDF	vanNH-22-berezan	2	1	1	2
2014-06-21_vanNH-at-sfoDF	vanNH-24-yu	2	1	1	0
2014-06-21_vanNH-at-sfoDF	vanNH-8-hibbert	2	1	1	0
2014-06-21_vanNH-at-sfoDF	vanNH-72-leduc	1	1	0	1
2014-06-21_vanNH-at-sfoDF	vanNH-10-chatha	1	1	0	0
2014-06-21_vanNH-at-sfoDF	vanNH-27-davis	1	1	0	0
2014-06-21_vanNH-at-sfoDF	vanNH-37-sinclair	1	1	0	0
2014-06-21_vanNH-at-sfoDF	vanNH-39-seraglia	1	0	1	1
2014-06-21_vanNH-at-sfoDF	vanNH-45-cowan	1	0	1	0
2014-06-21_vanNH-at-sfoDF	vanNH-89-underhill	1	0	1	0
2014-06-21_vanNH-at-sfoDF	vanNH-4-doyle	0	0	0	1
2014-06-21_vanNH-at-sfoDF	vanNH-7-dandurand	0	0	0	1
