point	event	pull_pnum	pull_code	recv_pnum	recv_code
1	1	18	P		
1	2			20	PU
1	3			7	
1	4			27	
1	5			20	
1	6			9	LG
2	1	1	P		
2	2			13	PU
2	3			4	
2	4			1	
2	5			4	
2	6			17	
2	7			13	
2	8			21	
2	9			1	
2	10			9	
2	11			4	
2	12			13	
2	13			1	
2	14			13	
2	15			4	
2	16			21	
2	17			4	
2	18			77	
2	19			13	
2	20			21	
2	21			1	
2	22			4	G
3	1	18	P		
3	2			7	PU
3	3			27	
3	4	27	D		
3	5	14	PU		
3	6	18			
3	7			11	PU
3	8			27	
3	9			11	
3	10			13	
3	11			71	
3	12			14	
3	13			12	
3	14	28	D		
3	15	14	PU		
3	16	8			
3	17	27			
3	18	64			
3	19	8			
3	20	14			
3	21	8			
3	22	28			
3	23	18			
3	24	64	G		
4	1	43	P		
4	2			4	PU
4	3			1	
4	4			20	
4	5			1	
4	6			64	
4	7			20	
4	8			1	
4	9			21	
4	10			9	
4	11			16	
4	12			4	
4	13			1	
4	14			21	
4	15	5	D		
4	16	10	PU		
4	17	12	L		
4	18	25	G		
5	1	18	P		
5	2			7	PU
5	3			71	
5	4			7	
5	5			12	
5	6	14	D		
5	7	8	PU		
5	8			7	F
5	9	14	PU		
5	10	27	G		
6	1	43	P		
6	2			20	PU
6	3			21	
6	4			1	
6	5			16	
6	6			64	
6	7			9	LG
7	1	11	P		
7	2			4	PU
7	3			13	
7	4			1	
7	5			77	
7	6			4	
7	7			9	
7	8			21	
7	9			13	
7	10			3	G
8	1	18	P		
8	2			13	PU
8	3			7	
8	4			4	
8	5			7	
8	6			20	
8	7			4	
8	8			14	
8	9			20	
8	10			14	
8	11			20	
8	12			27	
8	13			7	G
9	1	64	P		
9	2			13	PU
9	3			4	
9	4			9	
9	5			21	
9	6			77	
9	7			9	
9	8			13	
9	9			1	G
10	1	43	P		
10	2			20	PU
10	3			7	
10	4			27	
10	5			7	
10	6			4	
10	7			14	
10	8			7	
10	9			9	
10	10			20	
10	11			27	
10	12			20	
10	13			11	
10	14			27	
10	15			4	
10	16			9	G
11	1	1	P		
11	2			13	PU
11	3			4	
11	4			13	
11	5			3	
11	6			9	
11	7			4	
11	8			17	TD
11	9	41	PU		
11	10	1			
11	11	2	LG		
12	1	64	P		
12	2			13	PU
12	3			4	
12	4			13	
12	5			4	
12	6			13	
12	7			1	
12	8			4	
12	9			7	
12	10			1	LG
13	1	43	P		
13	2			20	PU
13	3			7	
13	4			20	
13	5			13	
13	6			9	
13	7			13	
14	1	1	P		
14	2			13	PU
14	3			4	
14	4			13	
14	5			4	
14	6			21	
14	7			4	
14	8			21	
14	9			13	
14	10			1	
14	11			4	
14	12			77	
14	13			4	
14	14			13	G
15	1	18	P		
15	2			7	PU
15	3			20	
15	4	27	D		
15	5	14	PU		
15	6	28			
15	7	8			
15	8	29	TO		
15	9	13	PU		
15	10	1			
15	11	17	G		
16	1	43	P		
16	2			20	PU
16	3			4	
16	4			20	
16	5			27	
16	6			10	
16	7			14	
16	8			9	
16	9			27	
16	10			9	
16	11			20	
16	12			27	
16	13			11	G
17	1	1	OBP		
17	2			13	PU
17	3			77	
17	4			3	G
18	1	18	P		
18	2			13	PU
18	3			7	
18	4			11	
18	5			13	
18	6			11	
18	7			4	
18	8			9	LG
19	1	1	P		
19	2			4	PU
19	3			13	
19	4			77	
19	5			1	
19	6			21	
19	7			21	
19	8			1	
19	9			9	
19	10			4	
19	11			13	G
20	1	43	OBP		
20	2			7	PU
20	3			27	
20	4			7	
20	5			71	
20	6	7	PU		
20	7	10			
20	8	5			
20	9	10			
20	10	37			
20	11	2			
20	12	5			
20	13	5	F		
20	14			7	PU
20	15			14	TD
20	16	12	PU		
20	17	7			
20	18	43			
20	19	7			
20	20	5	G		
21	1	18	OBP		
21	2			21	PU
21	3			64	
21	4			16	
21	5	8	PU		
21	6	14			
21	7	64	L		
21	8	29	G		
22	1	43	P		
22	2			20	PU
22	3			7	
22	4			11	
22	5			7	
22	6			4	
22	7	12	TO		
22	8	13	PU		
22	9	4			
22	10	13			
22	11	1			
22	12	77			
22	13	17	G		
23	1	18	OBP		
23	2			20	PU
23	3			11	
23	4			14	
23	5	14	PU		
23	6	8			
23	7	7			
23	8	28	G		
24	1	43	P		
24	2			71	PU
24	3			1	
24	4	12	PU		
24	5	10			
24	6	5			
24	7	6			
24	8	12			
24	9	5			
24	10	12			
24	11			16	F
24	12	5			
24	13	12			
24	14	10			
24	15	6			
24	16	10			
24	17	25			
24	18			1	TO
24	19			20	PU
24	20			11	
24	21			13	
24	22			20	
24	23			13	
24	24			20	
24	25	64	D		
24	26	18	PU		
24	27	27	LG		
25	1	43	P		
25	2			16	PU
25	3			1	
25	4			71	
25	5			27	
26	1	43	P		
26	2			7	PU
26	3			20	
26	4			27	
26	5			14	
26	6			27	
26	7			11	
26	8			14	L
26	9			20	G
27	1	1	P		
27	2			4	PU
27	3			21	
27	4			4	
27	5			17	
27	6			9	
27	7			77	
27	8	21	PU		
27	9	1	TO		
27	10			13	F
27	11	71	PU		
27	12			27	D
27	13			7	PU
27	14			27	
27	15			8	
27	16	9	PU		
27	17	27			
27	18	71			
27	19	11			
27	20			8	F
27	21	27	G		
28	1	64	P		
28	2			4	PU
28	3			13	
28	4			1	
28	5			77	
28	6			21	
28	7			4	
28	8			1	
28	9			13	G
29	1	43	P		
29	2			20	PU
29	3			7	
29	4			14	
29	5			7	
29	6			27	
29	7			14	
29	8			20	
29	9			9	
29	10			14	
29	11			27	
29	12			11	TO
29	13			20	PU
29	14			7	
29	15			27	G
30	1	1	P		
30	2			21	PU
30	3			4	
30	4			21	
30	5			17	
30	6			21	
30	7			1	
30	8			13	
30	9			21	
30	10			17	
30	11			3	
30	12			13	
30	13			1	
30	14			77	G
31	1	18	P		
31	2			13	PU
31	3			7	
31	4			9	
31	5	27	D		
31	6	7	PU		
31	7	28			
31	8	29			
31	9	7			
31	10	18			
31	11	27			
31	12	18			
31	13	28			
31	14	7			
31	15	27	TD		
31	16			7	PU
31	17			13	
31	18	8	F		
31	19			7	
31	20	7	F		
31	21			11	F
31	22	7	PU		
31	23	29			
31	24	27			
31	25	64	TD		
31	26			7	PU
31	27			11	
31	28			27	
31	29			11	
31	30			7	
31	31			27	
31	32			13	
31	33			14	
31	34			7	
31	35			4	
31	36			11	
31	37			13	G
32	1	1	P		
32	2			4	PU
32	3			13	
32	4			4	
32	5	2	PU		
32	6	1			
32	7	16			
32	8	1			
32	9	64			
32	10	1			
32	11	64			
32	12	16			
32	13	64			
32	14	16			
32	15	64			
32	16	21			
32	17	11	LG		
33	1	11	P		
33	2			1	PU
33	3			13	
33	4			7	
33	5	21	F		
33	6			3	PU
33	7			13	
33	8			1	
33	9			21	
33	10			13	
33	11			21	
33	12			9	
33	13			1	
33	14			3	
33	15			7	
33	16			1	
33	17			21	G
34	1	43	P		
34	2			13	PU
34	3			2	
34	4			7	
34	5			20	
34	6			7	
34	7			4	
34	8			7	
34	9			20	
34	10			7	
34	11			14	
34	12			13	
34	13	43	F		
34	14			27	PU
34	15			14	G
35	1	88	P		
35	2			13	PU
35	3			1	
35	4	41	D		
36	1	1	P		
36	2			21	PU
36	3			4	
36	4			13	
36	5			3	
36	6			4	
36	7			9	TD
36	8	2	SO		
36	9			9	SO
36	10	7	SI		
36	11			27	SI
36	12	1	PU		
36	13	7			
36	14	16			
36	15	7			
36	16	64			
36	17	1			
36	18			27	D
36	19			1	PU
36	20			13	
36	21			27	
36	22			21	
36	23			13	
36	24			21	G
37	1	18	P		
37	2			71	PU
37	3			20	
37	4			27	
37	5			14	
37	6			71	
37	7			27	
37	8			4	
37	9			20	
37	10			4	
37	11			13	
37	12			14	G
38	1	1	P		
38	2			4	PU
38	3			13	
38	4			4	
38	5			1	
38	6			9	
38	7			21	
38	8			13	
38	9	10	D		
38	10	21	PU		
38	11	6			
38	12	11			
38	13	6			
38	14	16			
38	15	1			
38	16	6			
38	17	21			
38	18	31			
38	19	21			
38	20	1			
38	21	11			
38	22	21			
38	23	6	G		
39	1	88	P		
39	2			10	PU
39	3			12	
39	4			10	
39	5			12	
39	6			25	
39	7			12	
39	8	28	PU		
39	9	2			
39	10	64			
39	11	2			
39	12			10	TO
39	13			4	PU
39	14			13	
39	15			21	
39	16			1	
39	17	21	F		
39	18			21	
39	19			1	G
40	1	18	P		
40	2			20	PU
40	3			9	
40	4			14	
40	5			20	
40	6			27	
40	7			14	
40	8			27	
40	9			14	
40	10			11	
40	11			20	
40	12			11	
40	13			9	
40	14			14	G
41	1	1	P		
41	2			21	PU
41	3			4	
41	4			17	
41	5			77	
41	6	22	F		
41	7			21	G
42	1	43	P		
42	2			71	PU
42	3			7	
42	4			14	
42	5			71	
42	6			7	
42	7			14	
42	8			7	
42	9			4	
42	10			71	
42	11	10	PU		
