poss_abs	poss_rel	point	beg_event	end_event	desc	n_inn	beg_code	beg_plyr	innards	end_code	end_plyr	wl	pclass
1	1	1	2	3	ao	0	O-PU	sfoDF-8		O-CTH	sfoDF-16	TRUE	compl
1	1	1	3	3	an	-1	O-CTH	sfoDF-16		NA	sfoDF-16	TRUE	taway
2	2	1	4	5	ao	0	O-PU	pdxST-88		O-CTH	pdxST-22	TRUE	compl
2	2	1	5	6	ao	0	O-CTH	pdxST-22		O-CTH	pdxST-21	TRUE	compl
2	2	1	6	7	ao	0	O-CTH	pdxST-21		O-CTH	pdxST-8	TRUE	compl
2	2	1	7	8	ao	0	O-CTH	pdxST-8		O-CTH	pdxST-17	TRUE	compl
2	2	1	8	9	ao	0	O-CTH	pdxST-17		O-CTH	pdxST-3	TRUE	compl
2	2	1	9	10	ao	0	O-CTH	pdxST-3		O-CTH	pdxST-21	TRUE	compl
2	2	1	10	11	ao	0	O-CTH	pdxST-21		O-CTH	pdxST-22	TRUE	compl
2	2	1	11	12	ao	0	O-CTH	pdxST-22		D-D	sfoDF-13	TRUE	defd
3	3	1	13	14	ao	0	O-PU	sfoDF-8		O-CTH	sfoDF-16	TRUE	compl
3	3	1	14	15	ao	0	O-CTH	sfoDF-16		O-CTH	sfoDF-8	TRUE	compl
3	3	1	15	16	ao	0	O-CTH	sfoDF-8		O-CTH	sfoDF-21	TRUE	compl
3	3	1	16	17	ao	0	O-CTH	sfoDF-21		O-CTH	sfoDF-6	TRUE	compl
3	3	1	17	18	ao	0	O-CTH	sfoDF-6		O-CTH	sfoDF-16	TRUE	compl
3	3	1	18	19	ao	0	O-CTH	sfoDF-16		O-CTH	sfoDF-8	TRUE	compl
3	3	1	19	20	ao	0	O-CTH	sfoDF-8		O-CTH	sfoDF-13	TRUE	compl
3	3	1	20	21	ao	0	O-CTH	sfoDF-13		O-CTH	sfoDF-16	TRUE	compl
3	3	1	21	22	ao	0	O-CTH	sfoDF-16		O-G	sfoDF-88	TRUE	compl
4	1	2	2	3	ao	0	O-PU	pdxST-7		O-CTH	pdxST-24	TRUE	compl
4	1	2	3	4	ao	0	O-CTH	pdxST-24		O-CTH	pdxST-7	TRUE	compl
4	1	2	4	5	ao	0	O-CTH	pdxST-7		O-CTH	pdxST-6	TRUE	compl
4	1	2	5	6	ao	0	O-CTH	pdxST-6		O-CTH	pdxST-7	TRUE	compl
4	1	2	6	7	ao	0	O-CTH	pdxST-7		O-CTH	pdxST-2	TRUE	compl
4	1	2	7	8	ao	0	O-CTH	pdxST-2		O-CTH	pdxST-7	TRUE	compl
4	1	2	8	9	ao	0	O-CTH	pdxST-7		O-CTH	pdxST-42	TRUE	compl
4	1	2	9	10	ao	0	O-CTH	pdxST-42		O-CTH	pdxST-7	TRUE	compl
4	1	2	10	11	ao	0	O-CTH	pdxST-7		O-CTH	pdxST-11	TRUE	compl
4	1	2	11	12	ao	0	O-CTH	pdxST-11		O-CTH	pdxST-16	TRUE	compl
4	1	2	12	13	ao	0	O-CTH	pdxST-16		O-CTH	pdxST-42	TRUE	compl
4	1	2	13	14	ao	0	O-CTH	pdxST-42		O-G	pdxST-2	TRUE	compl
5	1	3	2	3	ao	0	O-PU	sfoDF-8		O-CTH	sfoDF-16	TRUE	compl
5	1	3	3	4	ao	0	O-CTH	sfoDF-16		O-CTH	sfoDF-13	TRUE	compl
5	1	3	4	5	ao	0	O-CTH	sfoDF-13		O-TD	sfoDF-19	TRUE	drop
6	2	3	6	7	ao	0	O-PU	pdxST-1		O-CTH	pdxST-21	TRUE	compl
6	2	3	7	8	ao	0	O-CTH	pdxST-21		O-CTH	pdxST-88	TRUE	compl
