point	Offense	Defense
1		21p
1	2pu	
1	99	
1	2	
1	88	
1	90	
1	88	
1	8	
1		5pu
1		27
1		9
1		21
1		89
1	90d	
1	90PU	
1	88	
1	2	
1	90	
1	2	
1	99	
1	45	
1	90g	
2		61p
2	4pu	
2	6	
2	18	
2	6	
2	4	
2	19	
2		7pu
2		61
2		32
2		19
2		32
2		7
2	14d	
2	6pu	
2	1	
2	19	
2	6	
2	14	
2	6	
2	19	
2	18	
2	6	5f
2	1g	
3		81p
3	88pu	
3	99	
3	2	
3	8	
3	2	
3	99	
3	2	
3	88	
3	99	
3	2	
3	45	
3	2	
3	99	
3	88	
3	99	
3	88	
3	2	
3		24d
3		27pu
3		21
3		81g
4		6p
4	90pu	
4	99	
4	8	
4	90	
4	9	
4	99	
4	14	
4	8g	
5		21p
5	4pu	
5	6	
5	18	
5	6	
5	4	
5	18	
5	6g	
6		81obp
6	99pu	
6	80	
6	88	
6	9	
6	99	
6	80g	
7		61p
7	26pu	
7	14	
7	26	
7		61d
7		61pu
7		22
7		61
7		22
7		4
7		5
7	1d	
7	19pu	
7	4	
7	19	
7	4	
7	14	
7	4g	
8		81p
8	14pu	
8	2	
8	99	
8		15pu
8		89
8		9
8	14pu	
8	90g	
9		21p
9	19pu	
9	6	
9	44	
9	1	
9	19	
9	6	
9	1	17f
9	33g	
10		27p
10	90pu	
10	2	
10		89d
10		47pu
10	8d	
10	8PU	
10	9	
10	2	
10	88	
10	9	
10	45	
10	2g	
11		61p
11	19pu	
11	6	
11	44	
11	14	
11	4	
11	6td	
11		5pu
11		32
11		22
11		31g
12		21p
12	15pu	
12	19	
13		21p
13	26pu	
13	6	
13		1d
13		1PU
13		23
13		20
13		1g
14		61p
14	19pu	
14	47	
14	89	
14	47	
14	21	
14	33	
14	47	
14	19	
14	81	
14	33	
14	89	
14	19	
14	47	
14	81	
14	19	
14	24	
14	47	
14	21	
14	33g	
15		81p
15	88pu	
15	99	
15	2	
15	8	
15	99	
15	45	
15	8	
15		15pu
15	8pu	
15	99	
15	9g	
16		21p
16	26pu	
16	6	
16	26	
16	6	
16	26	
16	4	
16	14	
16	18	
16	4	
16	26	
16	4	
16	1	
16	6g	
17		47p
17	88pu	
17	14	
17	80	
17	88	
17	90	
17	45	
17	90	
17	14g	
18		61p
18	6pu	
18	14	
18	4	
18	1	
18	19	
18		32pu
18		19td
18	4pu	
18	6	
18	19	
18	14g	
19		81p
19	14pu	
19	99	
19	8	
19	9	
19	TO	
19	99pu	
19	45	
19	9g	
20		21p
20	26pu	
20		3d
20		3PU
20		20
20		17g
21		22p
21	6pu	
21	14	
21	6	
21	18	
21	6	
21		7d
21		61pu
21		32
21		4g
22		21p
22	26pu	
22	47	
22	81	
22	44	
22	21	
22	15	
22	47	
22	15	
22	81	
22	47	
22	26	
22	15	
22	81g	
23		6p
23	99pu	
23	88	
23	80	
23	90VST	
23		6pu
23		5
23		9
23		TO
23		6PU
23		4
23		45
23		4
23	4d	
23	32pu	
23		6d
23		6pu
23		4
23		14
23		1
23	61pu	
23	TO	
23	99pu	
23		82d
23		82PU
23		47g
24		21p
24	2pu	
24	99	
24	2	
24	99	
24	88	
24	99	
24	88	24f
24		27d
24		27pu
24		24
24		TO
24		19pu
24		44
24		14
24		19
24		4
24		19
24		44
24		6
24		33
24		19
24		18
25		27p
25	14pu	
25	99	
25	90	
25	45	
25	88	
25	99	
25	45	
25	88	
25		9d
25		9PU
25		47
25		27
25		15
25		47
25		9
25		24
25		9
25		47
25		9
25		27
25		9
25		47
25		15vst
25	99pu	
25	90	
25	88	
25	99	
25	45	
25	14	
25	8g	
26		32p
26	4pu	
26	6	
26	4	
26	6	
26	14	
26	19	
26	1	
26	6	
26	4	
26	6	
26	1	
26	18g	
27		81p
27	2pu	
27	99	
27	2	
27	99	
27	2	
27	99	
27	90	
27	99	
27	45	
27	14	
27		47pu
27		81
27		82lg
28		81obp
28	99pu	
28		81d
28		5pu
28		47
28	8d	
28	90pu	
28		82SO
28		21SI
28	8	
28	90	
28	8	
28	2	
28	45g	
29		21p
29	4pu	
29	19	
29	14	
29	19	
29		1d
29		1PU
29		3
29		20
29		27
29		21
29		27
29		6
29		27g
30		32p
30	24pu	
30	6	
30	47	
30	6	
30	27	
30	24	
30	27	
30	81	32f
30	81VST	
30		32pu
30		61
30		5
30		32
30	1d	
30	6pu	
30		4d
30		4PU
30		32
30		7
30		19td
30	24pu	
30	47	
30	24VST	
30		61pu
30		4
30		32
30		19
30		61
30		5
30		7VST
30	6pu	
30	TO	
30	19pu	
30	6	
30	14	
30	6	
30	4	
30	14	
30	19	
30	6	
30	19	
30	4	
30	4so	23so
30	26si	27si
30	26pu	
30	19	
30	33	
30	26g	
31		81p
31	4pu	
31	14	
31	99	
31	90	
31		47pu
31	80pu	
31	99	
31	2	15f
31	99	
31	8	
31	14	
31	99	
31		27d
31		TO
31		19pu
31	4d	
32		61p
32	6pu	
32	14	
32	18lg	
33		81p
33	88pu	
33	99	
33	8	
33	2	
33	88	
33	99	
33	8	
33	45	
33	99	
33	45	
33	9	
33	88g	
34		21p
34	4pu	
34	6	
34	4	
34	6	
34	1l	
34	19	
34	6g	
35		82p
35	88pu	
35	99	
35	45	21f
35	99	
35	88	
35	8	
35	88	
35	99	
35	88	
35	99	
35	88	
35	99	
35		5pu
35	99f	27
35		21
35		27
35		14
35	2pu	
35	88	
35	8	
35	88	
35	8	
35	45	
35	9g	
36		7p
36	26pu	
36	6	
36	18	
36		32pu
36		31
36		32
36		61
36		7
36		32g
37		21p
37	47pu	
37	6	
37	47	
37	14	
37	47	
37	6	
37		3pu
37		27
37		6
37		3
37		27
37		3
37		27
37		20
37		3
37		6g
38		32p
38	4pu	
38	19	
38	33	
38	14	
38		31d
38		31PU
38		4
38		61
38		4
38		61
38		4
38		61
38		5
38		61
38		7
38		19
38		61
38		4
38		5
38		7
38		32
38		4g
39		21p
39	15pu	
39	47	20f
39	44	
39	6	
39		3d
39		3pu
39	6f	17
39		21
39		6
39	6pu	
39	82	
39	6	
39	47	
39	21	
39		27pu
39		TO
39		27pu
39	14f	5
39		61
39		21
39		4
39		1
39		5
39		1
39		21g
40		7obp
40	26pu	
40	18	
40	4	
40	26	
40	4	
40	26	
40	19	27f
40	33	
40		7pu
40		20
