point	Offense	Defense
1		18p
1	20PU	
1	7	
1	27	
1	20	
1	9GL	
2		1P
2	13PU	
2	4	
2	1	
2	4	
2	17	
2	13	
2	21	
2	1	
2	9	
2	4	
2	13	
2	1	
2	13	
2	4	
2	21	
2	4	
2	77	
2	13	
2	21	
2	1	
2	4G	
3		18p
3	7PU	
3	27	
3		27D
3		14pu
3		18
3	11pu	
3	27	
3	11	
3	13	
3	71	
3	14	
3	12	
3		28d
3		14pu
3		8
3		27
3		64
3		8
3		14
3		8
3		28
3		18
3		64G
4		43p
4	4pu	
4	1	
4	20	
4	1	
4	64	
4	20	
4	1	
4	21	
4	9	
4	16	
4	4	
4	1	
4	21	
4		5d
4		10pu
4		12l
4		25g
5		18p
5	7pu	
5	71	
5	7	
5	12	
5		14d
5	7f	8pu
5		14pu
5		27g
6		43p
6	20pu	
6	21	
6	1	
6	16	
6	64	
6	9lg	
7		11p
7	4pu	
7	13	
7	1	
7	77	
7	4	
7	9	
7	21	
7	13	
7	3g	
8		18p
8	13pu	
8	7	
8	4	
8	7	
8	20	
8	4	
8	14	
8	20	
8	14	
8	20	
8	27	
8	7g	
9		64p
9	13pu	
9	4	
9	9	
9	21	
9	77	
9	9	
9	13	
9	1g	
10		43p
10	20pu	
10	7	
10	27	
10	7	
10	4	
10	14	
10	7	
10	9	
10	20	
10	27	
10	20	
10	11	
10	27	
10	4	
10	9g	
11		1p
11	13pu	
11	4	
11	13	
11	3	
11	9	
11	4	
11	17td	
11		41pu
11		1
11		2lg
12		64p
12	13pu	
12	4	
12	13	
12	4	
12	13	
12	1	
12	4	
12	7	
12	1lg	
13		43p
13	20pu	
13	7	
13	20	
13	13	
13	9	
13	13	
14		1p
14	13pu	
14	4	
14	13	
14	4	
14	21	
14	4	
14	21	
14	13	
14	1	
14	4	
14	77	
14	4	
14	13g	
15		18p
15	7pu	
15	20	
15		27d
15		14pu
15		28
15		8
15		29to
15		13pu
15		1
15		17g
16		43p
16	20pu	
16	4	
16	20	
16	27	
16	10	
16	14	
16	9	
16	27	
16	9	
16	20	
16	27	
16	11g	
17		1obp
17	13pu	
17	77	
17	3g	
18		18p
18	13pu	
18	7	
18	11	
18	13	
18	11	
18	4	
18	9lg	
19		1p
19	4pu	
19	13	
19	77	
19	1	
19	21	
19	21	
19	1	
19	9	
19	4	
19	13g	
20		43obp
20	7pu	
20	27	
20	7	
20	71	
20		7pu
20		10
20		5
20		10
20		37
20		2
20		5
20		5f
20	7pu	
20	14td	
20		12pu
20		7
20		43
20		7
20		5g
21		18obp
21	21pu	
21	64	
21	16	
21		8pu
21		14
21		64l
21		29g
22		43p
22	20pu	
22	7	
22	11	
22	7	
22	4	
22		12to
22		13pu
22		4
22		13
22		1
22		77
22		17g
23		18obp
23	20pu	
23	11	
23	14	
23		14pu
23		8
23		7
23		28g
24		43p
24	71pu	
24	1	
24		12pu
24		10
24		5
24		6
24		12
24		5
24	16f	12
24		5
24		12
24		10
24		6
24		10
24		25
24	1to	
24	20pu	
24	11	
24	13	
24	20	
24	13	
24	20	
24		64d
24		18pu
24		27lg
25		43p
25	16PU	
25	1	
25	71	
25	27	
26		43p
26	7pu	
26	20	
26	27	
26	14	
26	27	
26	11	
26	14l	
26	20g	
27		1p
27	4pu	
27	21	
27	4	
27	17	
27	9	
27	77	
27		21pu
27	13f	1to
27		71pu
27	27d	
27	7pu	
27	27	
27	8	
27		9pu
27		27
27		71
27	8f	11
27		27g
28		64p
28	4pu	
28	13	
28	1	
28	77	
28	21	
28	4	
28	1	
28	13g	
29		43p
29	20pu	
29	7	
29	14	
29	7	
29	27	
29	14	
29	20	
29	9	
29	14	
29	27	
29	11to	
29	20pu	
29	7	
29	27g	
30		1p
30	21pu	
30	4	
30	21	
30	17	
30	21	
30	1	
30	13	
30	21	
30	17	
30	3	
30	13	
30	1	
30	77g	
31		18p
31	13pu	
31	7	
31	9	
31		27d
31		7pu
31		28
31		29
31		7
31		18
31		27
31		18
31		28
31		7
31		27td
31	7pu	
31	13	8f
31	7	7f
31	11f	
31		7pu
31		29
31		27
31		64td
31	7pu	
31	11	
31	27	
31	11	
31	7	
31	27	
31	13	
31	14	
31	7	
31	4	
31	11	
31	13g	
32		1p
32	4pu	
32	13	
32	4	
32		2pu
32		1
32		16
32		1
32		64
32		1
32		64
32		16
32		64
32		16
32		64
32		21
32		11lg
33		11p
33	1pu	
33	13	
33	7	21f
33	3pu	
33	13	
33	1	
33	21	
33	13	
33	21	
33	9	
33	1	
33	3	
33	7	
33	1	
33	21g	
34		43p
34	13pu	
34	2	
34	7	
34	20	
34	7	
34	4	
34	7	
34	20	
34	7	
34	14	
34	13	43f
34	27pu	
34	14g	
35		88p
35	13pu	
35	1	
35		41d
36		1p
36	21pu	
36	4	
36	13	
36	3	
36	4	
36	9td	
36	9so	2so
36	27si	7si
36		1pu
36		7
36		16
36		7
36		64
36		1
36	27d	
36	1pu	
36	13	
36	27	
36	21	
36	13	
36	21g	
37		18p
37	71pu	
37	20	
37	27	
37	14	
37	71	
37	27	
37	4	
37	20	
37	4	
37	13	
37	14g	
38		1p
38	4pu	
38	13	
38	4	
38	1	
38	9	
38	21	
38	13	
38		10d
38		21pu
38		6
38		11
38		6
38		16
38		1
38		6
38		21
38		31
38		21
38		1
38		11
38		21
38		6g
39		88p
39	10pu	
39	12	
39	10	
39	12	
39	25	
39	12	
39		28pu
39		2
39		64
39		2
39	10to	
39	4pu	
39	13	
39	21	
39	1	21f
39	21	
39	1g	
40		18p
40	20PU	
40	9	
40	14	
40	20	
40	27	
40	14	
40	27	
40	14	
40	11	
40	20	
40	11	
40	9	
40	14g	
41		1p
41	21pu	
41	4	
41	17	
41	77	22f
41	21g	
42		43p
42	71pu	
42	7	
42	14	
42	71	
42	7	
42	14	
42	7	
42	4	
42	71	
42		10pu
42		12
42		5
42		6vst
42	20pu	
42	7	
42	71g	
43		1obp
43	13pu	
43	4	
43	21lg	
44		18p
44	11pu	
44	33	
44	7	
44	9	
44	14	
44	33	
44	12	
44	4	
44	7	
44	11	
44	9lg	
45		1p
45	21pu	
45	13	
45	17	
45	9	
45	77	
45	21	
45	13	
45	1	
45	4	
45	77	
45	13g	
46		43p
46	12pu	
46	71	
