point	Offense	Defense
1		24P
1	19PU	
1	89	
1	19	
1	89	
1	21	
1	19	
1	5	
1	19	
1	98	
1	21	
1	19	
1	5	
1	19	21F
1	5	
1	89	
1	5	
1	72	
1	89	
1	10G	
2		8P
2	20	
2	6	
2	51	
2		18PU
2		8
2		24
2		18
2	1PU	
2	20	
2	6	
2	20	
2		24D
2		18PU
2		13
2		45
2		24
2		45
2	20PU	
2	6	
2		18PU
2		8
2		31
2		18
2		8LG
3		33P
3	17	
3	20	
3	48L	
3	6G	
4		?P
4	91	
4	89	
4	91	
4	89TD	
4		21PU
4		9
4		23
4		9
4		29G
5		16P
5	5pu	
5	91	
5	5	
5	98	
5	21	
5	22	
5	21	
5	91	
5	22	
5	98	
5	91	
5	13TD	
5		29PU
5		21
5		29
5		21
5		21
5	91PU	
5	98	
5	22L	
5	13G	
6		8OBP
6	20PU	
6	1	
6	?	
6	99	
6	48	
6	20	
6		45PU
6		31
6		8
6		45
6		31
6	20PU	
6	17	
6	6	
6	48LG	
7		18P
7	5	
7	19	
7	5	
7	91	
7	21	
7	91	
7	5	
7	91	
7	98	
7	10	
7	5	
7	22G	
8		8P
8	?	
8	20	
8	1	
8	25	
8	99	
8	48LG	
9		18P
9	89	
9	5	
9	98	
9	21	
9	22	
9	72	
9	22	
9	91	
9	5	
9	21L	
9	98G	
10		?p
10	?	
10	6	
10	17L	
10	6	
10	48G	
11		40p
11	19PU	
11	21	
11	98	
11	19	
11	89	
11	10	
11	89	
11	5	
11	89	
11	21	
11	98G	
12		8P
12	17PU	
12	1	
12		8D
13		81P
13	20	
13	6	
13	20	
13	1	
13	17	
13	1	
13	99	
13	17	
13	26	
13	6	
13	26	
13	48	
13	6	
13	20	
13	48G	
14		18P
14	5	
14	91	
14	21	
14	19	
14	22LG	
15		33OBP
15	18PU	
15		7D
15		18PU
15		8
15		14G
16		37P
16	17	
16	20	
16	99	
16	17	
16	1	
16	17	
16	6	
16		13D
16	1SO	13SO
16	9SI	21SI
16		45PU
16		21
16		27
16		8
16		45L
16		37G
17		33P
17	20	
17	1	
17	17	
17	1	
17	20	18F
17	1	
17	17	
17	20	
17	48G	
18		24P
18	19PU	
18	89	
18	98	
18	22	
18	91LG	
19		37P
19	1	
19	20	
19	99	
19	6	
19		24D
19		45PU
19		27L
19	48D	
19	20PU	
19	17	
19	20	
19	1L	
19	6	
19	99G	
20		18P
20	19	
20	5	
20	21	
20	5	
20	19	
20	89	
20	22	
20	21	
20	72	
20	21	
20	19	
20	89	
20	21	
20		23D
20		23
20		29
20	5PU	
20	72G	
21		8P
21	20PU	
21	17	
21	25	
21	20	
21	8LG	
22		?P
22	5PU	
22	21	
22	5	
22	89	
22	91	
22	10	
22	91	
22	21G	
23		33P
23	20	
23	1	
23	20	
23	17	
23	8	
23	20	
23	48	8F
23	1	
23	99	
23	1	
23	17	
23	48G	
24		18P
24	19	
24	91	
24	21	
24	10	
24		23D
24		23TO
24		20PU
24		1
24		17
24		25
24		48
24		99
24		6
24		17
24		25
24	81to	
24	5PU	
24	19	
24	98	
24	10L	
24	21	
24	5	
24	89	
24	5	
24	21	
24	19	
24	5	
24	72G	
25	NA	33P
25	6	
25	20	
25	99	
25	17	22F
25	1	
25	NA	24D
25	NA	27pu
25	NA	45
26		29P
26	89PU	
26	19	
26	5	
26	98	
26	21	
26		18D
26		29PU
26		9
26		29
26		9
26		29
26		9
26		21L
26		15
26		18
26		29
26		15G
27		29P
27	91PU	
27	89	
27	22	
27	89	
27	75	
27	13G	
28		81P
28	1	
28	20	
28	1	
28	20	
28	17	
28	25L	
28	1	
28	17	
28	20	
28	8	
28	20	
28	17	
28	20	
28	17	
28	48G	
29		29P
29	19PU	
29	91	
29	22	
29	72	
29	98LG	
30		33P
30	17	
30	20	
