game	player	points	goals	assists	Ds
2014-06-15_pdxST-at-vanNH	pdxST-6-Bjorklund	6	4	2	0
2014-06-15_pdxST-at-vanNH	pdxST-24-Norden	6	2	4	1
2014-06-15_pdxST-at-vanNH	pdxST-16-Burton	3	2	1	0
2014-06-15_pdxST-at-vanNH	pdxST-2-Allison-Hall	3	2	1	0
2014-06-15_pdxST-at-vanNH	pdxST-3-Ferrea	3	1	2	1
2014-06-15_pdxST-at-vanNH	pdxST-42-Lohre	3	1	2	0
2014-06-15_pdxST-at-vanNH	pdxST-17-Hayes	2	2	0	0
2014-06-15_pdxST-at-vanNH	pdxST-21-McGinn	2	1	1	1
2014-06-15_pdxST-at-vanNH	pdxST-9-Hancock	2	1	1	0
2014-06-15_pdxST-at-vanNH	pdxST-8-Davis	2	0	2	1
2014-06-15_pdxST-at-vanNH	pdxST-5-Woodside	1	1	0	1
2014-06-15_pdxST-at-vanNH	pdxST-7-Friedman	1	1	0	1
2014-06-15_pdxST-at-vanNH	pdxST-73-King	1	0	1	0
2014-06-15_pdxST-at-vanNH	pdxST-88-Suppnick	1	0	1	0
2014-06-15_pdxST-at-vanNH	pdxST-?-?name?	0	0	0	1
2014-06-15_pdxST-at-vanNH	pdxST-12-Bui	0	0	0	1
2014-06-15_pdxST-at-vanNH	pdxST-4-Blackman	0	0	0	1
2014-06-15_pdxST-at-vanNH	vanNH-98-wong	7	7	0	1
2014-06-15_pdxST-at-vanNH	vanNH-5-norris	7	2	5	0
2014-06-15_pdxST-at-vanNH	vanNH-89-underhill	5	0	5	0
2014-06-15_pdxST-at-vanNH	vanNH-22-berezan	3	2	1	0
2014-06-15_pdxST-at-vanNH	vanNH-21-loach	3	1	2	1
2014-06-15_pdxST-at-vanNH	vanNH-8-hibbert	3	1	2	1
2014-06-15_pdxST-at-vanNH	vanNH-10-chatha	2	2	0	0
2014-06-15_pdxST-at-vanNH	vanNH-4-doyle	2	1	1	1
2014-06-15_pdxST-at-vanNH	vanNH-72-leduc	2	1	1	0
2014-06-15_pdxST-at-vanNH	vanNH-11-greer	2	0	2	1
2014-06-15_pdxST-at-vanNH	vanNH-24-yu	1	1	0	2
2014-06-15_pdxST-at-vanNH	vanNH-31-saito	1	1	0	0
2014-06-15_pdxST-at-vanNH	vanNH-81-tejpar	1	1	0	0
2014-06-15_pdxST-at-vanNH	vanNH-45-cowan	1	0	1	0
2014-06-15_pdxST-at-vanNH	vanNH-14-eyrich	0	0	0	1
