poss_abs	poss_rel	point	beg_event	end_event	desc	n_inn	beg_code	beg_plyr	innards	end_code	end_plyr	wl	pclass
1	1	1	2	3	ao	0	O-PU	sfoDF-11		O-CTH	sfoDF-5	TRUE	compl
1	1	1	3	4	ao	0	O-CTH	sfoDF-5		O-CTH	sfoDF-3	TRUE	compl
1	1	1	4	5	ao	0	O-CTH	sfoDF-3		O-CTH	sfoDF-5	TRUE	compl
1	1	1	5	6	ao	0	O-CTH	sfoDF-5		O-CTH	sfoDF-88	TRUE	compl
1	1	1	6	7	ao	0	O-CTH	sfoDF-88		O-CTH	sfoDF-8	TRUE	compl
1	1	1	7	8	ao	0	O-CTH	sfoDF-8		O-CTH	sfoDF-3	TRUE	compl
1	1	1	8	9	ao	0	O-CTH	sfoDF-3		O-CTH	sfoDF-6	TRUE	compl
1	1	1	9	10	ao	0	O-CTH	sfoDF-6		O-CTH	sfoDF-88	TRUE	compl
1	1	1	10	11	ao	0	O-CTH	sfoDF-88		O-CTH	sfoDF-8	TRUE	compl
1	1	1	11	12	ao	0	O-CTH	sfoDF-8		O-CTH	sfoDF-88	TRUE	compl
1	1	1	12	13	ao	0	O-CTH	sfoDF-88		O-CTH	sfoDF-11	TRUE	compl
1	1	1	13	14	ao	0	O-CTH	sfoDF-11		O-CTH	sfoDF-6	TRUE	compl
1	1	1	14	15	ao	0	O-CTH	sfoDF-6		O-CTH	sfoDF-88	TRUE	compl
1	1	1	15	16	ao	0	O-CTH	sfoDF-88		O-CTH	sfoDF-6	TRUE	compl
1	1	1	16	17	ao	0	O-CTH	sfoDF-6		O-CTH	sfoDF-88	TRUE	compl
1	1	1	17	18	ao	0	O-CTH	sfoDF-88		O-CTH	sfoDF-3	TRUE	compl
1	1	1	18	19	ao	0	O-CTH	sfoDF-3		O-CTH	sfoDF-88	TRUE	compl
1	1	1	19	20	ao	0	O-CTH	sfoDF-88		O-CTH	sfoDF-6	TRUE	compl
1	1	1	20	21	ao	0	O-CTH	sfoDF-6		O-CTH	sfoDF-88	TRUE	compl
