point	event	pullNum	pullCode	recvNum	recvCode
44	7			72	L
44	8			98	G
45	1	33	P		
45	2			14	PU
45	3			20	
45	4			6	
45	5			8	L
45	6			25	
45	7			48	G
46	1	29	P		
46	2			5	PU
46	3			21	
46	4			5	
46	5			89	
46	6			72	
46	7			98	L
46	8			19	G
47	1	81	P		
47	2			1	PU
47	3			20	
47	4			6	
47	5			20	
47	6	4	D		
47	7	45	PU		
47	8	24			
47	9	45			
47	10	81			
47	11	27	G		
48	1	18	P		
48	2			20	PU
48	3			6	
48	4			20	
48	5			14	
48	6			99	
48	7			14	
48	8			17	
48	9			20	
48	10			14	
48	11			6	
48	12			99	
48	13			14	
48	14			20	
48	15			48	G
49	1	29	P		
49	2			91	PU
49	3			10	
49	4			21	
49	5			72	G
50	1	33	P		
50	2			14	PU
50	3			1	
50	4			6	LG
51	1	24	OBP		
51	2			91	PU
51	3			5	
51	4			91	
51	5	51	F		
51	6			10	
51	7			22	
51	8			5	
51	9			91	
51	10			22	G
52	1	33	P		
52	2			17	PU
52	3			1	
52	4			99	
52	5			6	
52	6	18	PU		
52	7	18	VTT		
52	8			1	PU
52	9			17	
52	10			14	
52	11			6	
52	12			14	
52	13	81	PU		
52	14	7	TD		
52	15			6	PU
52	16			1	
52	17			14	
52	18			99	
52	19			25	G
53	1	18	P		
53	2			19	PU
53	3			89	
53	4			10	
53	5			21	
53	6			19	
53	7			5	
53	8			10	L
53	9			72	G
54	1	33	P		
54	2			14	PU
54	3			1	
54	4			99	
54	5			48	G
55	1	4	P		
55	2			19	PU
55	3			91	
55	4			21	
55	5			89	
55	6			91	
55	7			89	
