poss_abs	poss_rel	point	beg_event	end_event	desc	n_inn	beg_code	beg_plyr	innards	end_code	end_plyr	wl	pclass
1	1	1	2	3	ao	0	O-PU	phlSP-7		O-CTH	phlSP-20	TRUE	compl
1	1	1	3	4	ao	0	O-CTH	phlSP-20		O-TD	phlSP-9	TRUE	drop
2	2	1	5	6	ao	0	O-PU	wdcCT-27		O-CTH	wdcCT-31	TRUE	compl
2	2	1	6	7	ao	0	O-CTH	wdcCT-31		O-CTH	wdcCT-5	TRUE	compl
2	2	1	7	8	ao	0	O-CTH	wdcCT-5		O-CTH	wdcCT-4	TRUE	compl
2	2	1	8	9	ao	0	O-CTH	wdcCT-4		O-CTH	wdcCT-5	TRUE	compl
2	2	1	9	10	ao	0	O-CTH	wdcCT-5		O-CTH	wdcCT-22	TRUE	compl
2	2	1	10	11	ao	0	O-CTH	wdcCT-22		O-CTH	wdcCT-23	TRUE	compl
2	2	1	11	12	ao	0	O-CTH	wdcCT-23		O-CTH	wdcCT-19	TRUE	compl
2	2	1	12	13	ao	0	O-CTH	wdcCT-19		O-CTH	wdcCT-23	TRUE	compl
2	2	1	13	14	ao	0	O-CTH	wdcCT-23		O-CTH	wdcCT-27	TRUE	compl
2	2	1	14	15	ao	0	O-CTH	wdcCT-27		O-CTH	wdcCT-1	TRUE	compl
2	2	1	15	16	ao	0	O-CTH	wdcCT-1		O-CTH	wdcCT-4	TRUE	compl
2	2	1	16	17	ao	0	O-CTH	wdcCT-4		O-CTH	wdcCT-5	TRUE	compl
2	2	1	17	18	ao	0	O-CTH	wdcCT-5		O-CTH	wdcCT-23	TRUE	compl
2	2	1	18	19	ao	0	O-CTH	wdcCT-23		O-G	wdcCT-19	TRUE	compl
3	1	2	2	3	ao	0	O-PU	phlSP-21		O-CTH	phlSP-71	TRUE	compl
3	1	2	3	4	ao	0	O-CTH	phlSP-71		O-CTH	phlSP-13	TRUE	compl
3	1	2	4	5	ao	0	O-CTH	phlSP-13		O-CTH	phlSP-71	TRUE	compl
3	1	2	5	6	ao	0	O-CTH	phlSP-71		O-CTH	phlSP-16	TRUE	compl
3	1	2	6	7	ao	0	O-CTH	phlSP-16		O-CTH	phlSP-64	TRUE	compl
