game	player	points	goals	assists	Ds
2014-05-31_phlSP-at-wdcCT	phlSP-25-katzenbach	3	3	0	0
2014-05-31_phlSP-at-wdcCT	phlSP-11-esser	3	2	1	1
2014-05-31_phlSP-at-wdcCT	phlSP-13-brandolph	3	1	2	0
2014-05-31_phlSP-at-wdcCT	phlSP-7-hirannet	3	0	3	0
2014-05-31_phlSP-at-wdcCT	phlSP-14-glazer	2	2	0	0
2014-05-31_phlSP-at-wdcCT	phlSP-6-chou	2	2	0	0
2014-05-31_phlSP-at-wdcCT	phlSP-2-colton	2	1	1	1
2014-05-31_phlSP-at-wdcCT	phlSP-42-ranii-dropcho	2	1	1	0
2014-05-31_phlSP-at-wdcCT	phlSP-64-brasz	2	0	2	0
2014-05-31_phlSP-at-wdcCT	phlSP-31-lindsey	1	1	0	3
2014-05-31_phlSP-at-wdcCT	phlSP-22-paparone	1	1	0	1
2014-05-31_phlSP-at-wdcCT	phlSP-10-casey	1	1	0	0
2014-05-31_phlSP-at-wdcCT	phlSP-76-dillon	1	1	0	0
2014-05-31_phlSP-at-wdcCT	phlSP-20-baer	1	0	1	2
2014-05-31_phlSP-at-wdcCT	phlSP-28-baer	1	0	1	1
2014-05-31_phlSP-at-wdcCT	phlSP-9-diviney	1	0	1	1
2014-05-31_phlSP-at-wdcCT	phlSP-16-shull	1	0	1	0
2014-05-31_phlSP-at-wdcCT	phlSP-38-wisch	1	0	1	0
2014-05-31_phlSP-at-wdcCT	phlSP-4-damiano	1	0	1	0
2014-05-31_phlSP-at-wdcCT	phlSP-23-thorne	0	0	0	1
2014-05-31_phlSP-at-wdcCT	wdcCT-99-kolick	5	2	3	1
2014-05-31_phlSP-at-wdcCT	wdcCT-90-shofner	5	0	5	0
2014-05-31_phlSP-at-wdcCT	wdcCT-8-prial	4	2	2	1
2014-05-31_phlSP-at-wdcCT	wdcCT-19-maloney	4	2	2	0
2014-05-31_phlSP-at-wdcCT	wdcCT-5-cranston	3	3	0	1
2014-05-31_phlSP-at-wdcCT	wdcCT-61-salmi	3	1	2	0
2014-05-31_phlSP-at-wdcCT	wdcCT-45-wodatch	2	2	0	1
2014-05-31_phlSP-at-wdcCT	wdcCT-1-kantor	2	2	0	0
2014-05-31_phlSP-at-wdcCT	wdcCT-25-gordon	2	2	0	0
2014-05-31_phlSP-at-wdcCT	wdcCT-9-doi	2	2	0	0
2014-05-31_phlSP-at-wdcCT	wdcCT-32-peters	2	1	1	0
2014-05-31_phlSP-at-wdcCT	wdcCT-6-gordon	1	1	0	1
2014-05-31_phlSP-at-wdcCT	wdcCT-88-oung	1	1	0	1
2014-05-31_phlSP-at-wdcCT	wdcCT-14-blake	1	1	0	0
2014-05-31_phlSP-at-wdcCT	wdcCT-42-gibson	1	0	1	3
2014-05-31_phlSP-at-wdcCT	wdcCT-21-dulabon	1	0	1	1
2014-05-31_phlSP-at-wdcCT	wdcCT-7-boylan-kolchin	1	0	1	1
2014-05-31_phlSP-at-wdcCT	wdcCT-12-bellinger	1	0	1	0
2014-05-31_phlSP-at-wdcCT	wdcCT-2-keegan	1	0	1	0
2014-05-31_phlSP-at-wdcCT	wdcCT-22-marshall	1	0	1	0
2014-05-31_phlSP-at-wdcCT	wdcCT-80-grabowski	1	0	1	0
2014-05-31_phlSP-at-wdcCT	wdcCT-27-johnston	0	0	0	2
2014-05-31_phlSP-at-wdcCT	wdcCT-24-fleming	0	0	0	1
