game	player	points	goals	assists	Ds
2014-06-07_pdxST-at-sfoDF	pdxST-8-Davis	4	3	1	2
2014-06-07_pdxST-at-sfoDF	pdxST-16-Burton	4	2	2	1
2014-06-07_pdxST-at-sfoDF	pdxST-11-Kenton	4	2	2	0
2014-06-07_pdxST-at-sfoDF	pdxST-42-Lohre	4	2	2	0
2014-06-07_pdxST-at-sfoDF	pdxST-24-Norden	3	0	3	1
2014-06-07_pdxST-at-sfoDF	pdxST-22-Cole	2	2	0	1
2014-06-07_pdxST-at-sfoDF	pdxST-25-Meinershagen	2	2	0	1
2014-06-07_pdxST-at-sfoDF	pdxST-10-Strout	2	1	1	0
2014-06-07_pdxST-at-sfoDF	pdxST-7-Friedman	2	1	1	0
2014-06-07_pdxST-at-sfoDF	pdxST-21-McGinn	2	0	2	0
2014-06-07_pdxST-at-sfoDF	pdxST-3-Ferrea	1	1	0	1
2014-06-07_pdxST-at-sfoDF	pdxST-17-Hayes	1	1	0	0
2014-06-07_pdxST-at-sfoDF	pdxST-2-Allison-Hall	1	0	1	1
2014-06-07_pdxST-at-sfoDF	pdxST-73-King	1	0	1	0
2014-06-07_pdxST-at-sfoDF	pdxST-9-Hancock	1	0	1	0
2014-06-07_pdxST-at-sfoDF	pdxST-15-Thornton	0	0	0	1
2014-06-07_pdxST-at-sfoDF	sfoDF-40-Taylor	5	2	3	0
2014-06-07_pdxST-at-sfoDF	sfoDF-88-Kissmann	4	3	1	0
2014-06-07_pdxST-at-sfoDF	sfoDF-34-Boucher	3	1	2	0
2014-06-07_pdxST-at-sfoDF	sfoDF-6-Kim	2	2	0	2
2014-06-07_pdxST-at-sfoDF	sfoDF-46-McCarty	2	1	1	0
2014-06-07_pdxST-at-sfoDF	sfoDF-8-Pollard	2	1	1	0
2014-06-07_pdxST-at-sfoDF	sfoDF-85-Brydon	1	1	0	1
2014-06-07_pdxST-at-sfoDF	sfoDF-2-Adamson	1	1	0	0
2014-06-07_pdxST-at-sfoDF	sfoDF-23-Jeffery	1	0	1	2
2014-06-07_pdxST-at-sfoDF	sfoDF-13-Grant	1	0	1	1
2014-06-07_pdxST-at-sfoDF	sfoDF-25-Dixon	1	0	1	1
2014-06-07_pdxST-at-sfoDF	sfoDF-16-Yeager	1	0	1	0
2014-06-07_pdxST-at-sfoDF	sfoDF-19-Weiss	0	0	0	1
2014-06-07_pdxST-at-sfoDF	sfoDF-7-Sheridan	0	0	0	1
