game	player	points	goals	assists	Ds
2014-04-19_sfoDF-at-seaRM	seaRM-6-trytiak	8	5	3	1
2014-04-19_sfoDF-at-seaRM	seaRM-25-rosatto	7	3	4	1
2014-04-19_sfoDF-at-seaRM	seaRM-17-zemel	6	1	5	0
2014-04-19_sfoDF-at-seaRM	seaRM-99-el-salaam	5	4	1	0
2014-04-19_sfoDF-at-seaRM	seaRM-12-gallagher	2	2	0	2
2014-04-19_sfoDF-at-seaRM	seaRM-24-duffel	2	2	0	1
2014-04-19_sfoDF-at-seaRM	seaRM-23-sliva	2	1	1	1
2014-04-19_sfoDF-at-seaRM	seaRM-20-simon	2	1	1	0
2014-04-19_sfoDF-at-seaRM	seaRM-29-feeley	2	0	2	2
2014-04-19_sfoDF-at-seaRM	seaRM-5-chu	2	0	2	0
2014-04-19_sfoDF-at-seaRM	seaRM-51-entz	1	1	0	1
2014-04-19_sfoDF-at-seaRM	seaRM-18-uhrig-fox	1	1	0	0
2014-04-19_sfoDF-at-seaRM	seaRM-21-phan	1	0	1	3
2014-04-19_sfoDF-at-seaRM	seaRM-13-sewell	1	0	1	1
2014-04-19_sfoDF-at-seaRM	seaRM-00-rupp	0	0	0	1
2014-04-19_sfoDF-at-seaRM	sfoDF-34-Boucher	7	2	5	2
2014-04-19_sfoDF-at-seaRM	sfoDF-24-Caulfield	6	5	1	1
2014-04-19_sfoDF-at-seaRM	sfoDF-11-Lee	4	3	1	1
2014-04-19_sfoDF-at-seaRM	sfoDF-83-Husak	4	3	1	0
2014-04-19_sfoDF-at-seaRM	sfoDF-57-Meyer	4	1	3	0
2014-04-19_sfoDF-at-seaRM	sfoDF-19-Weiss	3	1	2	0
2014-04-19_sfoDF-at-seaRM	sfoDF-46-McCarty	2	2	0	1
2014-04-19_sfoDF-at-seaRM	sfoDF-18-Weaver	2	1	1	0
2014-04-19_sfoDF-at-seaRM	sfoDF-17-Boyd-Meredith	2	0	2	0
2014-04-19_sfoDF-at-seaRM	sfoDF-1-Ranahan	1	1	0	1
2014-04-19_sfoDF-at-seaRM	sfoDF-37-Hart	1	1	0	0
2014-04-19_sfoDF-at-seaRM	sfoDF-21-Stearns	1	0	1	1
2014-04-19_sfoDF-at-seaRM	sfoDF-14-Hurst	1	0	1	0
2014-04-19_sfoDF-at-seaRM	sfoDF-7-Sheridan	1	0	1	0
2014-04-19_sfoDF-at-seaRM	sfoDF-88-Kissmann	1	0	1	0
2014-04-19_sfoDF-at-seaRM	sfoDF-85-Brydon	0	0	0	3
2014-04-19_sfoDF-at-seaRM	sfoDF-12-Bellinger	0	0	0	1
2014-04-19_sfoDF-at-seaRM	sfoDF-25-Dixon	0	0	0	1
2014-04-19_sfoDF-at-seaRM	sfoDF-8-Pollard	0	0	0	1
