point	Pulling.team	Period	Clock.before.point	Clock.after.point
1	Vancouver Nighthawks	1	10:00:00	9:26:00
2	Seattle Rainmakers	1	9:26:00	7:19:00
3	Seattle Rainmakers	1	7:19:00	6:52:00
4	Seattle Rainmakers	1	6:52:00	6:31:00
5	Vancouver Nighthawks	1	6:31:00	6:02:00
6	Seattle Rainmakers	1	6:02:00	5:15:00
7	Vancouver Nighthawks	1	5:15:00	4:40:00
8	Vancouver Nighthawks	1	4:40:00	1:58:00
9	Seattle Rainmakers	1	1:58:00	1:40:00
10	Vancouver Nighthawks	1	1:40:00	0:46:00
11	Vancouver Nighthawks	1	0:46:00	0:00:00
12	Vancouver Nighthawks	2	10:00:00	7:56:00
13	Vancouver Nighthawks	2	7:56:00	7:32:00
14	Seattle Rainmakers	2	7:32:00	6:52:00
15	Seattle Rainmakers	2	6:52:00	5:17:00
16	Seattle Rainmakers	2	5:17:00	4:53:00
17	Vancouver Nighthawks	2	4:53:00	4:33:00
18	Seattle Rainmakers	2	4:33:00	2:16:00
19	Vancouver Nighthawks	2	2:16:00	0:54:00
20	Seattle Rainmakers	2	0:54:00	0:00:00
21	Seattle Rainmakers	3	10:00:00	9:13:00
22	Seattle Rainmakers	3	9:13:00	9:01:00
23	Vancouver Nighthawks	3	9:01:00	7:39:00
24	Seattle Rainmakers	3	7:39:00	6:51:00
25	Vancouver Nighthawks	3	6:51:00	3:30:00
26	Vancouver Nighthawks	3	3:30:00	2:52:00
27	Seattle Rainmakers	3	2:52:00	1:06:00
28	Seattle Rainmakers	3	1:06:00	0:00:00
29	Seattle Rainmakers	4	10:00:00	8:39:00
30	Seattle Rainmakers	4	8:39:00	8:23:00
31	Vancouver Nighthawks	4	8:23:00	6:46:00
32	Seattle Rainmakers	4	6:46:00	6:21:00
33	Vancouver Nighthawks	4	6:21:00	6:11:00
34	Seattle Rainmakers	4	6:11:00	5:51:00
35	Vancouver Nighthawks	4	5:51:00	2:33:00
36	Seattle Rainmakers	4	2:33:00	0:39:07
37	Seattle Rainmakers	4	0:39:07	0:12:07
38	Seattle Rainmakers	4	0:12:00	0:00:00
