point	Offense	Defense
1		8P
1	17	
1	3	
1	20	
1	48	
1	6	
1	17	
1	3	
1	6	
1	99G	
2		35P
2	91	
2	89	
2	91	
2	6	
2	89	
2	6L	
2		35D
2		29pu
2		23L
2	89pu	
2	21	
2	98	
2		21pu
2		35
2		9
2		29
2		9
2		29
2		21
2		35LG
3	NA	8P
3	18	
3	NA	3D
3	NA	20pu
3	NA	6
3	NA	51G
4		35P
4	19	
4	91	
4	98	
4	89	
4	91	
4	98	
4	22LG	
5		8P
5	25	
5	3	
5	17	
5	25	
5	3	
5	20	
5	99LG	
6		35P
6	91	
6	89	
6	19	
6	89	
6	98	
6	21	
6	19	
6	91	
6	98	
6	10	
6	21	
6	98LG	
7		33P
7	25	
7	3	
7	17	
7	48L	
7		14D
7		14SO
7		91SI
7		91pu
7		8
7		21
7		91L
7		13G
8		33P
8	1	
8	3	
8	26	
8	3	
8		27D
8		18pu
8		31L
8		27
8		37
8	3pu	
8	1	
8	6	
8	1	
8		33pu
8	20D	
8	3pu	
8	6	
8	25LG	
9		35OBP
9	91	
9	21	
9	91	
9	72L	
9	98G	
10		8P
10	'00	
10	3	
10	'00	
10	3	
10	17	
10		18pu
10		14
10		8
10		13L
10		45G
11		33obp
11	3	
11	20	
11		33D
11		33
11		37
11		14
11		81
11		37
11		31
11		33
11		37
11		27td
11	3pu	81f
11		33pu
12		8P
12	20	
12	3	
12	6	
12	20	
12		18D
12		81pu
12		31
12		45
12		27
12	99F	8
12		18TD
12	3pu	
12	25	
12	6	
12	3	
12	48	
12	3	
12		45pu
12		81G
13		33P
13	3pu	
13	20	
13	6	
13	25	
13	99L	
13	6G	
14	NA	35P
14	91	
14	5	
14	NA	9pu
14	NA	8
14	NA	29
14	NA	28
14	NA	28TO
14	NA	3pu
14	NA	17
14	NA	6
14	NA	3
14	NA	6
14	NA	48G
15		4P
15	91	
15	89	
15	19	
15	91	
15	19	
15	21	
15	19	
15	91	
15	89	
15	98	
15	89	
15	21	
15	5	
15		9D
15		29pu
15	89pu	
15	19	
15	5	
15		13D
15		21pu
15		2G
16		35P
16	89	
16	91	
16	89	
16	91	
16	22	
16	89	
16	8	
16	10G	
17		33P
17	3	
17	48	
17	25	
17	17	
17	48LG	
18		35P
18	19	
18	5	
18	19	
18	89	
18	19	
18	22	
18	19	
18	22	
18	5	
18	21	
18		35D
18		29TO
18		3pu
18		20
18		17
18		6
18	18pu	
18	31L	
18		3pu
18		20
18	81pu	
18	18to	
18	91pu	
18	98	
18	22G	
19		8OBP
19	3	
19	'00	
19	3	
19	6	
19		45D
19		45
19		8SO
19		21SI
19		45
19	00D	
19	3pu	
19	'00	
19	3	
19	9	
19	3	
19	48	
19	3	
19	48G	
20		35P
20	91	
20	89	
20	5	
20	91	
20	5	
20	91	
20	98	
20	22	
20	98	
20	22	
20	89	
20		13pu
20	89D	
20	89	
20	98LG	
21	NA	35P
21	19	
21	89	
21	19	
21	89	
21	91	
21	19	
21	91	
21	22	
21	91	
21	NA	9D
21	NA	9
21	NA	29
21	NA	21
21	NA	23G
22		20P
22	91	
22	89LG	
23		8P
23	25	
23	20	
23	3	
23	6	
23	25	
23	3	
23	25	
23	17	
23	3	
23	17	
23	20	
23	48	18F
23	3	
23	99G	
24		35P
24	91	
24	89	
24	72	
24	91	
24	5	
24	98	
24	5	
24	91	
24	89	
24	91	
24	5	
24	98LG	
25		8P
25	20	
25	3	
25	20	
25	6	
25	3	
25	17	
25		33pu
25	17D	
25	3pu	
25	6	
25	3	
25	17	
25	3	
25	20	
25		91pu
25		21
25		91
25		98
25		19
25		21
25		5
25		89
25	13F	5
25		98
25		91
25		21G
26		8P
26	3	
26	20	
26	99	
26	5	
26	20	
26	3	
26	6LG	
27		35P
27	5	
27	91	
27	21	
27	91	
27	5	
27	19	
27		2D
27		29pu
27		35
27	5pu	
27	22	
27	91	
27		9D
27		35pu
27		2
27		32
27		28
27		21
27		24G
28		35P
28	91	
28	8	9F
28	91	
28		35TO
28		3pu
28		17
28		3
28	27F	6
28		3
28		6
28		99
28		3
28		99
28		48L
29	NA	35P
29	19	
29	5	
29	19	
29	91	
29	5	
29	89	
29	5	
29	21	
29	5	
29	19	
29	5	
29	89	
29	22	
29	89	
29	98	
29	89	
29	22	
29	NA	29pu
29	NA	35
29	NA	21L
29	NA	9G
30		29P
30	89	
30	18	
30	8LG	
31		8P
31	25	
31	3	
31	99	
31		8to
31		91pu
31		98
31	29D	
31	21pu	
31	35	
31	23	
31	35	
31	29	
31	21	
31	13	
31	35	
31	9G	
32		35P
32	89	
32	91	
32	89	
32	10	
32	8	
32	72	
32	10	
32	8	
32	72G	
33		8P
33	3	
33	17	
33	48G	
34		35P
34	91	
34	22	
34	89	
34	13	
34	5G	
35		33P
35	3	
35	5	
35	6	
35	3	
35	25	
35	17	
35	3	
35	5	
35	20	
35		18pu
35		45
35		75
35		8
35		18
35	27D	
35	3pu	
35	20	
35	25	
35	5	
35	3	
35		18pu
35		45
35		8
35		33
35	3D	
35	20TO	
35	3pu	
35	17	
35	6	
35	17	
35	5	
35		8pu
35		18
35		31
35		81
35		8
35		75
35		81
35	99D	
35	3pu	
35	99LG	
36		35P
36	5	
36	91	
36	22	
36		35pu
36		29
36		35
36		29
36	21F	35
36		29
36	5F	21
36		29
36		21
36		28
36		23
36		29
36		28
36		29
36		21
36		13
36		29
36		9G
37	NA	10
37	NA	'00
37	NA	4
37	NA	23G
38	NA	4P
38	33	
38	75	
38	31	
38	NA	4pu
